epoch,val_QWK,val_QWK_fakequant,train_total_loss,learning_rate
0,0.563697345233358,0.556655918931368,0.9767958521842957,3e-05
1,0.5406288280930993,0.5914443643354963,0.9489635443687439,3e-05
2,0.5602733587273134,0.5361702127659574,0.9414430713653564,3e-05
3,0.5662616558349816,0.5850379894798363,0.9321137535572052,3e-05
4,0.5785270629991127,0.5987874465049929,0.9495054864883423,3e-05
5,0.5507430019582997,0.5376566492274,0.918357560634613,3e-05
6,0.5209264048906654,0.5503441096524203,0.9158353745937348,3e-05
7,0.5619727449707981,0.5562645011600927,0.910261151790619,3e-05
8,0.5429173549011791,0.5738555384527679,0.9234446692466736,3e-05
