L_task,L_total,epoch,val_QWK,learning_rate
0.6584446460008622,0.6584446460008622,0,0.2922620652466973,0.0009984894935292329
0.6077894204854966,0.6077894204854966,1,0.3388284812346545,0.0009939672868916176
0.5804952102899551,0.5804952102899551,2,0.39628482972136236,0.0009864612609948615
0.5756704503297806,0.5756704503297806,3,0.38961038961038963,0.0009760176929846252
0.5523483943939209,0.5523483943939209,4,0.3916607500161363,0.0009627009709305305
0.536022629737854,0.536022629737854,5,0.3761801996223362,0.0009465931968523002
0.5131823581457138,0.5131823581457138,6,0.38385705483672206,0.0009277936805335052
0.5313052070140839,0.5313052070140839,7,0.440199823684984,0.0009064183272437243
0.5077375340461731,0.5077375340461731,8,0.3807040417209908,0.0008825989231440152
0.5108077967166901,0.5108077967166901,9,0.33491555359311187,0.0008564823227814083
0.48068137526512145,0.48068137526512145,10,0.404120657150552,0.0008282295436817901
0.45284569680690767,0.45284569680690767,11,0.41014611929913347,0.0007980147736233119
0.48298183977603915,0.48298183977603915,12,0.4009505577925936,0.0007660242967108149
0.4599881887435913,0.4599881887435913,13,0.36696900982615266,0.0007324553448723779
0.44830617785453797,0.44830617785453797,14,0.376035181906448,0.000697514881858894
0.43459251582622527,0.43459251582622527,15,0.280945043656908,0.0006614183272437242
