epoch,val_QWK,val_QWK_fakequant,train_total_loss,learning_rate
0,0.5311264263924981,0.5311264263924981,0.944074695110321,1e-05
1,0.5367091595845137,0.5367091595845137,0.9465046167373657,1e-05
2,0.5203309276535821,0.5203309276535821,0.9481874692440033,1e-05
3,0.5290999323257388,0.5290999323257388,0.9450098359584809,1e-05
4,0.5381616857804643,0.5381616857804643,0.9282138860225677,1e-05
5,0.5201814586483657,0.5201814586483657,0.922194093465805,1e-05
6,0.5386308482420001,0.5386308482420001,0.9151038753986359,1e-05
7,0.5417684958898024,0.5417684958898024,0.9235481941699981,1e-05
8,0.5177141470516865,0.5177141470516865,0.8991184663772583,1e-05
9,0.5204262877442273,0.5204262877442273,0.9025912117958069,1e-05
