L_task,L_aux,L_logit_KD,L_total,weighted_aux,weighted_logit_KD,epoch,val_QWK,learning_rate,gnorm_task,gnorm_aux,gnorm_logit_kd,ratio_aux_over_task,ratio_logit_kd_over_task
0.6617571288347244,1.3317384684085847,0.6271833801269531,1.6412180542945862,0.6658692342042923,0.31359169006347654,0,0.40244393715590165,0.0009984894935292329,2.934663891413192,0.36145421450390647,0.33321772322079046,0.1231671591290298,0.11354544695758291
0.5744306194782257,1.1947353184223175,0.6026006388664246,1.473098599910736,0.5973676592111588,0.3013003194332123,1,0.525552392571506,0.0009939672868916176,2.5975870003121595,0.9443953296735302,0.27942111501787503,0.3635663904847228,0.10756949237284302
0.5552357560396195,1.1556613290309905,0.5950718533992767,1.4306023526191711,0.5778306645154953,0.29753592669963835,2,0.5447742579196808,0.0009864612609948615,1.6863965080669368,1.2877816667687847,0.2381501126091166,0.7636292299044952,0.14121833831481337
0.5329536753892898,1.1414050328731538,0.5998893213272095,1.403600845336914,0.5707025164365769,0.29994466066360476,3,0.4938166828322017,0.0009760176929846252,1.3603498539958228,0.9309034958836878,0.29684487115097274,0.6843118284236214,0.21821215349789294
0.5368328219652176,1.1339531254768371,0.5942342960834504,1.4009265208244324,0.5669765627384186,0.2971171480417252,4,0.5039361587404292,0.0009627009709305305,2.7887899002450713,1.3818021715346542,0.321820764487853,0.4954845007912662,0.11539799554623038
0.5044375520944595,1.0798336088657379,0.5905095827579498,1.339609146118164,0.5399168044328689,0.2952547913789749,5,0.3980263157894737,0.0009465931968523002,4.185023026290246,2.1551734189286256,0.35501568814780754,0.5149728939099885,0.08483004416405951
0.5005489563941956,1.0752284991741181,0.5855268239974976,1.3309266269207,0.5376142495870591,0.2927634119987488,6,0.45488841997570173,0.0009277936805335052,2.4722012293151625,2.5807929008637465,0.29322843019954853,1.0439250940663376,0.11861025984554553
0.48397309601306915,1.0539984095096588,0.5858257102966309,1.3038851475715638,0.5269992047548294,0.29291285514831544,7,0.4894181526500895,0.0009064183272437243,2.348599112973435,1.7865371579517157,0.23036869116358782,0.7606820372549137,0.09808770253341806
0.4811145442724228,1.0569267201423644,0.5870325016975403,1.3030941486358643,0.5284633600711822,0.29351625084877014,8,0.5441415417945479,0.0008825989231440152,2.7471713329159555,2.2072793252774985,0.2501128605576209,0.8034734851919868,0.09104377930885776
0.4454208517074585,1.0000428831577302,0.5838303518295288,1.2373574662208557,0.5000214415788651,0.2919151759147644,9,0.4704630122405534,0.0008564823227814083,2.0101040343113,1.7965727886020348,0.2088613062512449,0.8937710476351414,0.10390571964739366
