condition,seed,quantization,view_mode,QWK,Accuracy,BalancedAccuracy,MacroPrecision,MacroRecall,MacroF1,WeightedPrecision,WeightedRecall,WeightedF1,MAE,SevereErrorRate,Precision_Grade0,Recall_Grade0,F1_Grade0,Support_Grade0,Specificity_Grade0,Precision_Grade1,Recall_Grade1,F1_Grade1,Support_Grade1,Specificity_Grade1,Precision_Grade2,Recall_Grade2,F1_Grade2,Support_Grade2,Specificity_Grade2,Precision_Grade3,Recall_Grade3,F1_Grade3,Support_Grade3,Specificity_Grade3,Precision_Grade4,Recall_Grade4,F1_Grade4,Support_Grade4,Specificity_Grade4,OrdinalViolationRate,OrdinalThreshold_Brier,OrdinalThreshold_ECE,Threshold0_MAEProb,Threshold1_MAEProb,Threshold2_MAEProb,Threshold3_MAEProb,QWK_dual,QWK_aux_macula,QWK_aux_disc,DualViewGain_G_aux,ParamCount,CheckpointSize_MB,Latency_median_ms,Latency_mean_ms,Latency_sd_ms,Latency_p95_ms,Latency_p99_ms,Latency_block_IQR_ms,Throughput_pairs_per_s,Throughput_images_per_s,bench_runs,bench_repeats,ShiftL1,ShiftMAE,CosAgree,BenefitCorr,BenefitCorrSpearman,CF_ShiftL1,CF_ShiftMAE,CF_CosAgree,CF_BenefitCorr,CF_BenefitCorrSpearman,ModelLoadRSSDelta_MB,InferenceRSSDelta_MB,PeakRSS_during_inference_MB,RSS_scope,DualViewGain_G_independent
disc_only,8888,FP32,disc_only,0.4736021363897742,0.38181818181818183,0.3335918504950161,0.3050961264021739,0.3335918504950161,0.30383788155086106,0.46652437534872176,0.38181818181818183,0.407897878114523,0.9672727272727273,0.2927272727272727,0.7134502923976608,0.46037735849056605,0.5596330275229358,265,0.8280701754385965,0.08823529411764706,0.12,0.1016949152542373,50,0.876,0.3107344632768362,0.3767123287671233,0.34055727554179566,146,0.698019801980198,0.1935483870967742,0.2608695652173913,0.2222222222222222,69,0.8440748440748441,0.21951219512195122,0.45,0.29508196721311475,20,0.939622641509434,0.0,0.1595500409603119,0.13388981446560302,0.40435805916786194,0.40540802478790283,0.2924005091190338,0.14737017452716827,,,,,328588,1.2940635681152344,15.566901500278618,15.673648090408824,0.4940902347127337,16.51644235053027,17.018344879234064,0.3026805006811628,64.23885960748848,128.47771921497696,500,5,,,,,,,,,,,,,,,
dual_no_distill,42,FP32,dual,0.5438192195871376,0.49818181818181817,0.3619847093770251,0.34028860028860025,0.3619847093770251,0.33815949999463973,0.46258848222484583,0.49818181818181817,0.4702540667343035,0.8127272727272727,0.26,0.6363636363636364,0.7924528301886793,0.7058823529411765,265,0.5789473684210527,0.14285714285714285,0.1,0.11764705882352941,50,0.94,0.32222222222222224,0.19863013698630136,0.2457627118644068,146,0.849009900990099,0.4,0.3188405797101449,0.3548387096774194,69,0.9313929313929314,0.2,0.4,0.26666666666666666,20,0.939622641509434,0.0,0.13727007806301117,0.04389476900581609,0.3859497010707855,0.3542115092277527,0.19185328483581543,0.11502961814403534,0.5438192195871376,0.4689618065081421,0.5072785574217367,0.03654066216540097,328588,1.2944412231445312,15.173013500316301,15.235771145604668,0.5110521380317965,16.186316400944634,16.965060431302845,0.09694350046629552,65.90648587896885,131.8129717579377,500,5,0.4517830014228821,0.11294575035572052,0.3690657317638397,0.1869817078113556,0.3661388272057398,0.4108715057373047,0.10271787643432617,-0.03245744854211807,0.32206642627716064,0.07746969561732585,,,,,0.09320564974766576
dual_no_distill,123,FP32,dual,0.4900765773302681,0.49818181818181817,0.32375607673030893,0.5092451501738967,0.32375607673030893,0.3291058391841185,0.49342392238862987,0.49818181818181817,0.4774669911765473,0.8018181818181818,0.2672727272727273,0.6293929712460063,0.7433962264150943,0.6816608996539792,265,0.5929824561403508,0.09302325581395349,0.08,0.08602150537634409,50,0.922,0.3,0.2671232876712329,0.2826086956521739,146,0.7747524752475248,0.5238095238095238,0.4782608695652174,0.5,69,0.9376299376299376,1.0,0.05,0.09523809523809523,20,1.0,0.0,0.1333075612783432,0.03588030605492267,0.40044403076171875,0.38097068667411804,0.2229931652545929,0.09249711781740189,0.4900765773302681,0.48059001376791044,0.4806439894240231,0.009432587906245016,328588,1.2945356369018555,15.198414499536739,15.266285205212625,0.5224548455380561,16.224776500894222,17.10963654943043,0.06185100028233137,65.79633685016822,131.59267370033643,500,5,0.45853903889656067,0.11463475972414017,0.3607543110847473,0.20588217675685883,0.28739527012711386,0.42248377203941345,0.10562094300985336,0.3949600160121918,0.2929621934890747,0.27037638291215993,,,,,0.00897417010286794
dual_no_distill,2026,FP32,dual,0.5130261088838204,0.49454545454545457,0.3430228310502283,0.3307898861814073,0.3430228310502283,0.32800129418247287,0.4495153427302413,0.49454545454545457,0.46009239780539735,0.8345454545454546,0.2872727272727273,0.6144927536231884,0.8,0.6950819672131148,265,0.5333333333333333,0.05555555555555555,0.04,0.046511627906976744,50,0.932,0.3373493975903614,0.1917808219178082,0.2445414847161572,146,0.8638613861386139,0.39655172413793105,0.3333333333333333,0.36220472440944884,69,0.9272349272349273,0.25,0.35,0.2916666666666667,20,0.960377358490566,0.0,0.1397627294063568,0.04307391179386865,0.3947213292121887,0.36756983399391174,0.20249849557876587,0.10189434885978699,0.5130261088838204,0.4270105309443559,0.466132673091615,0.046893435792205396,328588,1.2946300506591797,15.31783349946636,15.41711941201138,0.5822319120974209,16.422354999940577,17.211144538396177,0.15732200063212076,65.28338358259592,130.56676716519183,500,5,0.44690173864364624,0.11172543466091156,0.34721997380256653,0.2879749834537506,0.38651815828692443,0.42556411027908325,0.10639102756977081,0.32745125889778137,0.22209805250167847,0.11252185657112616,,,,,0.06114162262494305
dual_no_distill,3407,FP32,dual,0.523981821865864,0.4763636363636364,0.3647992628136694,0.3236327728532383,0.3647992628136694,0.33252206500729503,0.437813065692328,0.4763636363636364,0.45014334985811777,0.8527272727272728,0.28,0.6309148264984227,0.7547169811320755,0.6872852233676976,265,0.5894736842105263,0.13793103448275862,0.08,0.10126582278481013,50,0.95,0.2727272727272727,0.18493150684931506,0.22040816326530613,146,0.8217821782178217,0.31343283582089554,0.30434782608695654,0.3088235294117647,69,0.9043659043659044,0.2631578947368421,0.5,0.3448275862068966,20,0.9471698113207547,0.0,0.1418977826833725,0.054542405728928066,0.38239219784736633,0.36033034324645996,0.21341775357723236,0.11731667071580887,0.523981821865864,0.4668790207236848,0.5233646046502769,0.0006172172155870514,328588,1.2946300506591797,15.153836499848694,15.194881967227412,0.40658050958300596,15.916607248709624,16.382708800974797,0.04727300074591767,65.98988975563941,131.97977951127882,500,5,0.45352762937545776,0.11338190734386444,0.308004230260849,0.20698930323123932,0.3602714839928847,0.6296314001083374,0.15740785002708435,0.10331031680107117,0.3311438262462616,0.1184033365700082,,,,,0.05846793149664531
dual_no_distill,8888,FP32,dual,0.4912826485846481,0.44545454545454544,0.3631616003835766,0.37735642694315424,0.3631616003835766,0.36426802593892865,0.4624948898387665,0.44545454545454544,0.45135254468236075,0.8690909090909091,0.2781818181818182,0.6460905349794238,0.5924528301886792,0.6181102362204725,265,0.6982456140350877,0.09230769230769231,0.12,0.10434782608695652,50,0.882,0.2846715328467153,0.2671232876712329,0.2756183745583039,146,0.7574257425742574,0.40217391304347827,0.5362318840579711,0.45962732919254656,69,0.8856548856548857,0.46153846153846156,0.3,0.36363636363636365,20,0.9867924528301887,0.0,0.14278438687324524,0.0843314785696566,0.4079229235649109,0.40232759714126587,0.2582693099975586,0.11768902838230133,0.4912826485846481,0.4681461125191434,0.44584811349259035,0.023136536065504698,328588,1.2946300506591797,15.157079499658721,15.222327776820748,0.5189873880099938,16.2447527994118,16.832237318903935,0.06789899998693727,65.97577059766138,131.95154119532276,500,5,0.491656094789505,0.12291402369737625,0.2050599604845047,0.03739451617002487,0.11231391598890335,0.8526797890663147,0.21316994726657867,-0.0941922664642334,0.22686855494976044,0.024644204684072583,,,,,0.017680512194873876
dual_logitkd,42,FP32,dual,0.5836665176227432,0.5145454545454545,0.38245304744887837,0.3503175205011797,0.38245304744887837,0.34412393030288685,0.48830223089523256,0.5145454545454545,0.4881386761131866,0.7890909090909091,0.26545454545454544,0.6443768996960486,0.8,0.7138047138047138,265,0.5894736842105263,0.07142857142857142,0.04,0.05128205128205128,50,0.948,0.4157303370786517,0.2534246575342466,0.3148936170212766,146,0.8712871287128713,0.43137254901960786,0.3188405797101449,0.36666666666666664,69,0.9397089397089398,0.18867924528301888,0.5,0.273972602739726,20,0.9188679245283019,0.0,0.133689746260643,0.04755554835439067,0.37517067790031433,0.3460063636302948,0.20043759047985077,0.1226748377084732,0.5836665176227432,0.4933371535044694,0.5429188239115068,0.04074769371123643,328588,1.2941579818725586,15.053782000904903,15.047713315208238,0.5009094431496318,15.947067701017659,16.58848657829367,0.3441655007918598,66.42848952774051,132.85697905548102,500,5,0.45778602361679077,0.11444650590419769,0.2985447645187378,0.178677499294281,0.2952331803350815,0.5755149126052856,0.1438787281513214,-0.06746377795934677,0.26155152916908264,0.06286415973125681,,,,,0.13305294778327137
dual_logitkd,123,FP32,dual,0.5224328967808973,0.5163636363636364,0.36182511303149145,0.35780894935106533,0.36182511303149145,0.34579450708080667,0.4658395271324171,0.5163636363636364,0.47602763101776396,0.8,0.27090909090909093,0.6218487394957983,0.8377358490566038,0.7138263665594855,265,0.5263157894736842,0.034482758620689655,0.02,0.02531645569620253,50,0.944,0.3473684210526316,0.22602739726027396,0.27385892116182575,146,0.8465346534653465,0.475,0.2753623188405797,0.3486238532110092,69,0.9563409563409564,0.3103448275862069,0.45,0.3673469387755102,20,0.9622641509433962,0.0,0.13475055992603302,0.035786787066185335,0.39570197463035583,0.36670324206352234,0.1948527842760086,0.09684377163648605,0.5224328967808973,0.4721498111400756,0.48202618438377265,0.04040671239712468,328588,1.2942523956298828,14.978832500673889,15.069773201199132,0.42571236356213477,15.818737750669243,16.53817471933507,0.15865149998717243,66.76087738847541,133.52175477695081,500,5,0.439932256937027,0.10998306423425674,0.39316779375076294,0.23198898136615753,0.38621890560720107,0.49578046798706055,0.12394511699676514,-0.05843106284737587,0.2135390043258667,0.023412645391164326,,,,,0.04133048955349716
dual_logitkd,2026,FP32,dual,0.557171047623509,0.5,0.38710541240106233,0.3551666447856309,0.38710541240106233,0.35556910658433505,0.47320808563947075,0.5,0.47429802674380434,0.7981818181818182,0.2545454545454545,0.6380368098159509,0.7849056603773585,0.7038917089678511,265,0.5859649122807018,0.14285714285714285,0.14,0.1414141414141414,50,0.916,0.358974358974359,0.1917808219178082,0.25,146,0.8762376237623762,0.38596491228070173,0.3188405797101449,0.3492063492063492,69,0.9272349272349273,0.25,0.5,0.3333333333333333,20,0.9433962264150944,0.0,0.13500164449214935,0.039112718469378624,0.3873654007911682,0.3618890941143036,0.207300066947937,0.11380500346422195,0.557171047623509,0.50753702948631,0.505017106026483,0.04963401813719903,328588,1.294346809387207,15.138002499952563,15.191459691985802,0.4585072630800492,16.007961800551126,16.691247669477885,0.026753499696496874,66.05891365146317,132.11782730292634,500,5,0.4414820373058319,0.11037050932645798,0.41862067580223083,0.2818111777305603,0.45905393526469956,0.6205405592918396,0.1551351398229599,-0.08412188291549683,0.2889188230037689,0.06209687845699866,,,,,0.10528656136463166
dual_logitkd,3407,FP32,dual,0.5808425250412725,0.5236363636363637,0.3967248249744345,0.36448258092965413,0.3967248249744345,0.3689806111441188,0.5003049476519408,0.5236363636363637,0.506366663101893,0.7563636363636363,0.2381818181818182,0.673202614379085,0.7773584905660378,0.7215411558669002,265,0.6491228070175439,0.12121212121212122,0.08,0.0963855421686747,50,0.942,0.415929203539823,0.3219178082191781,0.36293436293436293,146,0.8366336633663366,0.3620689655172414,0.30434782608695654,0.33070866141732286,69,0.9230769230769231,0.25,0.5,0.3333333333333333,20,0.9433962264150944,0.0,0.13235707581043243,0.04403542427176779,0.36135679483413696,0.336140513420105,0.20884501934051514,0.11471518874168396,0.5808425250412725,0.5137183977378692,0.47717156108454883,0.06712412730340334,328588,1.294346809387207,15.097796001100505,15.117787634018896,0.4147492232210167,15.855612751147419,16.284667010277186,0.05819650050398195,66.23483321188789,132.46966642377578,500,5,0.461432546377182,0.1153581365942955,0.28027981519699097,0.2085040807723999,0.30139364547861763,0.5788249969482422,0.14470624923706055,-0.07603500038385391,0.253335177898407,0.03250122840376031,,,,,0.1153286346720539
dual_logitkd,8888,FP32,dual,0.5288353924167566,0.48363636363636364,0.34549958233599665,0.3088052226175956,0.34549958233599665,0.31805106070827477,0.4446234170887618,0.48363636363636364,0.45919997489087233,0.8327272727272728,0.2690909090909091,0.6421725239616614,0.7584905660377359,0.6955017301038062,265,0.6070175438596491,0.04,0.02,0.02666666666666667,50,0.952,0.32231404958677684,0.2671232876712329,0.29213483146067415,146,0.7970297029702971,0.2962962962962963,0.2318840579710145,0.2601626016260163,69,0.920997920997921,0.24324324324324326,0.45,0.3157894736842105,20,0.9471698113207547,0.0,0.1449119597673416,0.050141839528964324,0.38223162293434143,0.35980552434921265,0.2099805772304535,0.11115892231464386,0.5288353924167566,0.4816842466751722,0.4693796363466174,0.04715114574158441,328588,1.294346809387207,15.098589499757509,15.203672039605589,0.5123831202106781,16.07858014995145,16.90666271973896,0.02427200070087565,66.23135227406908,132.46270454813816,500,5,0.4614121615886688,0.1153530403971672,0.3431956470012665,0.17959365248680115,0.3304510157659424,0.4885029196739197,0.12212572991847992,0.07349341362714767,0.21507148444652557,0.08387012549102339,,,,,0.05523325602698237
dual_featkd,42,FP32,dual,0.5336848212195544,0.5327272727272727,0.39156535224246236,0.3874773139745916,0.39156535224246236,0.3703735939278066,0.476537890421738,0.5327272727272727,0.4822709860008714,0.78,0.2672727272727273,0.6127320954907162,0.8716981132075472,0.719626168224299,265,0.48771929824561405,0.07692307692307693,0.04,0.05263157894736842,50,0.952,0.3684210526315789,0.1917808219178082,0.25225225225225223,146,0.8811881188118812,0.5,0.30434782608695654,0.3783783783783784,69,0.9563409563409564,0.3793103448275862,0.55,0.4489795918367347,20,0.9660377358490566,0.0,0.13874995708465576,0.04897695589302616,0.3838501572608948,0.3464622497558594,0.18090225756168365,0.08914943784475327,0.5336848212195544,0.5087595299734597,0.46103609972969584,0.02492529124609466,328588,1.2940635681152344,15.039637500194658,15.080627497984096,0.4371198175022438,15.834561949941417,16.44141447042784,0.06318900068436051,66.49096429266045,132.9819285853209,500,5,0.4482463002204895,0.11206157505512238,0.3882526457309723,0.2213783711194992,0.3959253959968012,0.5816582441329956,0.1454145610332489,-0.09640797972679138,0.2971976101398468,0.09641508056074716,,,,,0.08307125138008253
dual_featkd,123,FP32,dual,0.5410782354703711,0.5218181818181818,0.38060643314941134,0.35740785530259217,0.38060643314941134,0.35575158391369605,0.460268989383822,0.5218181818181818,0.4743363884327294,0.7945454545454546,0.2727272727272727,0.6126373626373627,0.8415094339622642,0.7090620031796503,265,0.5052631578947369,0.045454545454545456,0.02,0.027777777777777776,50,0.958,0.32894736842105265,0.17123287671232876,0.22522522522522523,146,0.8737623762376238,0.5,0.42028985507246375,0.4566929133858268,69,0.9397089397089398,0.3,0.45,0.36,20,0.960377358490566,0.0,0.13211975991725922,0.045782140573402026,0.3910403847694397,0.36164912581443787,0.2021702229976654,0.10248679667711258,0.5410782354703711,0.5005483448271351,0.49545294565106324,0.04052989064323609,328588,1.2941579818725586,15.13335349955014,15.188249620408897,0.3925663105625794,15.836623749146383,16.42600125964236,0.0652860007903655,66.07920709905616,132.15841419811233,500,5,0.4487318694591522,0.11218296736478806,0.3587697148323059,0.22252991795539856,0.37133135526518646,0.53253173828125,0.1331329345703125,-0.0855088010430336,0.18630552291870117,0.031193287190430984,,,,,0.059975828242970985
dual_featkd,2026,FP32,dual,0.5639406080603346,0.48545454545454547,0.38639346571222016,0.33268562402269763,0.38639346571222016,0.3440952226770585,0.45528552217212365,0.48545454545454547,0.4616147985089219,0.8236363636363636,0.2690909090909091,0.6430868167202572,0.7547169811320755,0.6944444444444444,265,0.6105263157894737,0.10810810810810811,0.08,0.09195402298850575,50,0.934,0.313953488372093,0.18493150684931506,0.23275862068965517,146,0.8539603960396039,0.3424657534246575,0.36231884057971014,0.352112676056338,69,0.9002079002079002,0.2558139534883721,0.55,0.3492063492063492,20,0.939622641509434,0.0,0.1363310068845749,0.06022910027531907,0.38185369968414307,0.35933297872543335,0.21562214195728302,0.12514007091522217,0.5639406080603346,0.5083772205899474,0.556973827143362,0.00696678091697267,328588,1.2942523956298828,15.059960500366287,15.13161142037643,0.4136354205751575,15.839260548727907,16.358412850167948,0.14663349884358468,66.40123657533351,132.80247315066703,500,5,0.44631442427635193,0.11157860606908798,0.4072505533695221,0.2556883692741394,0.41877376003346667,0.7170416712760925,0.17926041781902313,-0.07165233045816422,0.2805599570274353,0.0971525736073057,,,,,0.1120561218014573
dual_featkd,3407,FP32,dual,0.5707200967521942,0.4890909090909091,0.36029589340765134,0.3245284729936443,0.36029589340765134,0.3330373229498262,0.46075291741656965,0.4890909090909091,0.46850227561957924,0.8,0.2509090909090909,0.6590909090909091,0.7660377358490567,0.7085514834205934,265,0.631578947368421,0.075,0.06,0.06666666666666667,50,0.926,0.3118279569892473,0.19863013698630136,0.24267782426778242,146,0.8415841584158416,0.36619718309859156,0.37681159420289856,0.37142857142857144,69,0.9064449064449065,0.21052631578947367,0.4,0.27586206896551724,20,0.9433962264150944,0.0,0.13385507464408875,0.04653809564230455,0.3718630373477936,0.3465580344200134,0.2136232852935791,0.12140027433633804,0.5707200967521942,0.4900947130471276,0.530022581050221,0.04069751570197311,328588,1.2942523956298828,15.055210500577232,15.079931538790698,0.46042337026911756,15.841853548681684,16.58599520000279,0.10568800098553766,66.42218652217842,132.84437304435684,500,5,0.42837244272232056,0.10709311068058014,0.3999321162700653,0.3199991285800934,0.46421573745247535,0.8055500984191895,0.20138752460479736,-0.10399841517210007,0.25144773721694946,0.027569076862462953,,,,,0.10520620638297551
dual_featkd,8888,FP32,dual,0.5327383781036821,0.4818181818181818,0.3711824124122999,0.32935724834137037,0.3711824124122999,0.3430803867990962,0.4489619585772801,0.4818181818181818,0.4595969594208419,0.84,0.27454545454545454,0.6378737541528239,0.7245283018867924,0.6784452296819788,265,0.6175438596491228,0.06451612903225806,0.04,0.04938271604938271,50,0.942,0.29896907216494845,0.19863013698630136,0.23868312757201646,146,0.8316831683168316,0.3695652173913043,0.4927536231884058,0.422360248447205,69,0.8794178794178794,0.27586206896551724,0.4,0.32653061224489793,20,0.960377358490566,0.0,0.13944093883037567,0.05587571745399724,0.3819763660430908,0.358541339635849,0.22567543387413025,0.12155161052942276,0.5327383781036821,0.48120817369606406,0.5069837886352162,0.02575458946846587,328588,1.2942523956298828,15.073923499585362,15.122659714382461,0.4177708795068052,15.834304748750583,16.440366260540028,0.04123849885218078,66.33972900469523,132.67945800939046,500,5,0.47266286611557007,0.11816571652889252,0.3065161108970642,0.14561089873313904,0.26659854322583787,0.6862993836402893,0.17157484591007233,-0.105712890625,0.24040444195270538,0.05014372098600477,,,,,0.059136241713907856
dual_csd,42,FP32,dual,0.5304865866284033,0.5272727272727272,0.393642367237162,0.3912334247437204,0.393642367237162,0.3749535443669211,0.4947375475366135,0.5272727272727272,0.4888994127197568,0.7781818181818182,0.24727272727272728,0.6264044943820225,0.8415094339622642,0.7181964573268921,265,0.5333333333333333,0.2,0.2,0.2,50,0.92,0.4,0.1643835616438356,0.23300970873786409,146,0.9108910891089109,0.4716981132075472,0.36231884057971014,0.4098360655737705,69,0.9417879417879418,0.25806451612903225,0.4,0.3137254901960784,20,0.9566037735849057,0.0,0.1322421133518219,0.024835408100096337,0.39503389596939087,0.3668256998062134,0.20830786228179932,0.11132539808750153,0.5304865866284033,0.4459511817125146,0.5245968711853661,0.00588971544303718,328588,1.2937192916870117,15.173323999988497,15.20561951761847,0.38903215854066464,15.85575310036802,16.420482479243216,0.12000750120932935,65.90513720004648,131.81027440009296,500,5,0.4343038499355316,0.1085759624838829,0.37516000866889954,0.21777066588401794,0.4067506398969313,0.3357907831668854,0.08394769579172134,-0.1081843301653862,0.09381961077451706,-0.1317450005093931,,,,,0.07987301678893144
dual_csd,123,FP32,dual,0.5344222916166226,0.4581818181818182,0.3640777641677998,0.32243061513825594,0.3640777641677998,0.33061100276877936,0.4557231469157808,0.4581818181818182,0.4536037608949853,0.8636363636363636,0.2781818181818182,0.6498194945848376,0.6792452830188679,0.6642066420664207,265,0.6596491228070176,0.12244897959183673,0.12,0.12121212121212122,50,0.914,0.3220338983050847,0.2602739726027397,0.2878787878787879,146,0.801980198019802,0.3050847457627119,0.2608695652173913,0.28125,69,0.9147609147609148,0.2127659574468085,0.5,0.29850746268656714,20,0.930188679245283,0.0,0.13900841772556305,0.07896179743809625,0.3998761773109436,0.3889356255531311,0.23698090016841888,0.1269761472940445,0.5344222916166226,0.47161744363059965,0.42345904044056426,0.06280484798602293,328588,1.293813705444336,15.10918050098553,15.176212586789187,0.47429758891393897,16.020015900357976,16.66657802838017,0.05687199973181123,66.18492643825208,132.36985287650415,500,5,0.4326460659503937,0.10816151648759842,0.45647087693214417,0.30878928303718567,0.5142289456103386,0.46916499733924866,0.11729124933481216,-0.05409131199121475,0.3276657462120056,0.12808775626305602,,,,,0.053319884389222416
dual_csd,2026,FP32,dual,0.5003639189418441,0.44,0.36374679447559755,0.3131573584089806,0.36374679447559755,0.32179226182967213,0.4527582393768407,0.44,0.4421457654165077,0.9236363636363636,0.29454545454545455,0.6563706563706564,0.6415094339622641,0.648854961832061,265,0.6877192982456141,0.14,0.14,0.14,50,0.914,0.3063063063063063,0.2328767123287671,0.26459143968871596,146,0.8094059405940595,0.2876712328767123,0.30434782608695654,0.29577464788732394,69,0.8918918918918919,0.17543859649122806,0.5,0.2597402597402597,20,0.9113207547169812,0.0,0.15530572831630707,0.1040050983666019,0.3998253047466278,0.3892064690589905,0.2565937936306,0.15533985197544098,0.5003639189418441,0.4276635637392716,0.47340846162727623,0.026955457314567832,328588,1.2939691543579102,15.135711500079196,15.18976659960099,0.4703783267449523,16.027160750036273,16.56414975906955,0.10769849995995173,66.06891258430551,132.13782516861102,500,5,0.46112963557243347,0.11528240889310837,0.36806368827819824,0.1942766010761261,0.38484590632756405,0.41614454984664917,0.10403613746166229,0.17726504802703857,0.366366982460022,0.20014317102175244,,,,,0.04847943268296673
dual_csd,3407,FP32,dual,0.5095256088225678,0.49818181818181817,0.37127070246215743,0.35050253999905046,0.37127070246215743,0.34449355249549113,0.4509111993025253,0.49818181818181817,0.45777069633173023,0.8418181818181818,0.2818181818181818,0.6073446327683616,0.8113207547169812,0.6946688206785138,265,0.512280701754386,0.20588235294117646,0.14,0.16666666666666666,50,0.946,0.3142857142857143,0.1506849315068493,0.2037037037037037,146,0.8811881188118812,0.375,0.30434782608695654,0.336,69,0.9272349272349273,0.25,0.45,0.32142857142857145,20,0.9490566037735849,0.0,0.13869014382362366,0.04309448512101715,0.3940503001213074,0.3662494122982025,0.20674331486225128,0.10915974527597427,0.5095256088225678,0.4631018832702588,0.4847802913656283,0.02474531745693953,328588,1.2939691543579102,14.979432499785617,15.06522998401124,0.4673640651826864,15.826537599696165,16.812838739151616,0.2310800009581726,66.75820329069956,133.5164065813991,500,5,0.4265211224555969,0.10663028061389923,0.4634160101413727,0.3530275523662567,0.520190702358445,0.42491281032562256,0.10622820258140564,0.3583153188228607,0.23278696835041046,0.1497146587111182,,,,,0.04401171845334917
dual_csd,8888,FP32,dual,0.5730487446162358,0.4781818181818182,0.369170815212709,0.33577430457232377,0.369170815212709,0.3313615153102253,0.4614011751735773,0.4781818181818182,0.4574612686163683,0.8054545454545454,0.24909090909090909,0.6320754716981132,0.7584905660377359,0.6895368782161235,265,0.5894736842105263,0.08771929824561403,0.1,0.09345794392523364,50,0.896,0.35294117647058826,0.2054794520547945,0.2597402597402597,146,0.8638613861386139,0.37209302325581395,0.2318840579710145,0.2857142857142857,69,0.9438669438669439,0.23404255319148937,0.55,0.3283582089552239,20,0.9320754716981132,0.0,0.13414140045642853,0.04114077531647952,0.3894718885421753,0.36199113726615906,0.1982741802930832,0.12236607074737549,0.5730487446162358,0.48343941475577656,0.517009868573663,0.05603887604257274,328588,1.2939691543579102,15.094143998794607,15.154387203207444,0.4930587022525185,16.057659601392515,16.954466259103352,0.08899249860405689,66.25085861641828,132.50171723283657,500,5,0.4051521122455597,0.10128802806138992,0.4653347432613373,0.37723806500434875,0.5588144934513682,0.4499225616455078,0.11248064041137695,-0.021830672398209572,0.28126218914985657,0.09081662478824122,,,,,0.09944660822646156
abl_csd_raw_smoothl1,42,FP32,dual,0.5629766372669132,0.46,0.3540316300882901,0.29667574848713063,0.3540316300882901,0.30710230048939724,0.4404531255357895,0.46,0.4440874945376411,0.8436363636363636,0.25636363636363635,0.6542372881355932,0.7283018867924528,0.6892857142857143,265,0.6421052631578947,0.05263157894736842,0.04,0.045454545454545456,50,0.928,0.29411764705882354,0.2054794520547945,0.24193548387096775,146,0.8217821782178217,0.2786885245901639,0.2463768115942029,0.26153846153846155,69,0.9085239085239085,0.2037037037037037,0.55,0.2972972972972973,20,0.9188679245283019,0.0,0.136800155043602,0.0634916545920582,0.3747037649154663,0.3576951026916504,0.22142061591148376,0.13001036643981934,0.5629766372669132,0.4707324207914301,0.5533785475469332,0.009598089719979996,328588,1.2949132919311523,14.886723999552487,14.900884487602161,0.434760576158673,15.705843699743127,16.480912969109337,0.13566799952968722,67.17394639882228,134.34789279764456,500,5,0.4515666961669922,0.11289167404174805,0.39144444465637207,0.21233759820461273,0.4103000550865833,0.3639789819717407,0.09099474549293518,0.12488111853599548,0.3656853139400482,0.17565385790907195,,,,,0.11236306742744129
abl_csd_raw_smoothl1,123,FP32,dual,0.5416471266537957,0.5145454545454545,0.36993341349485503,0.384226507294423,0.36993341349485503,0.3493879098803896,0.4910346292696729,0.5145454545454545,0.475201961697138,0.7872727272727272,0.2581818181818182,0.6092896174863388,0.8415094339622642,0.7068145800316957,265,0.4982456140350877,0.12244897959183673,0.12,0.12121212121212122,50,0.914,0.42424242424242425,0.1917808219178082,0.2641509433962264,146,0.905940594059406,0.5151515151515151,0.2463768115942029,0.3333333333333333,69,0.9667359667359667,0.25,0.45,0.32142857142857145,20,0.9490566037735849,0.0,0.13440324366092682,0.03867822708223354,0.39659300446510315,0.3624521791934967,0.17821645736694336,0.09839660674333572,0.5416471266537957,0.46851354259669253,0.4700694221409689,0.07157770451282675,328588,1.2950077056884766,15.028622499812627,15.156728055608255,0.6947014037858505,16.22393980005654,17.111035220132177,0.13234400012152037,66.53969783408078,133.07939566816157,500,5,0.46091392636299133,0.11522848159074783,0.23934850096702576,0.16772158443927765,0.2512282504915869,0.4250558614730835,0.10626396536827087,0.1096283420920372,0.34850209951400757,0.1285399891629995,,,,,0.0605447194263955
