condition,serialized_size_MB,QWK,latency_median_ms
teacher,154.0890407562256,0.6543846289028177,268.82817200021236
best_fp32,1.2934738159179688,0.5545896758970358,14.970418799384788
ptq_int8,0.9507469177246094,0.5453376965416993,6.071996599894192
ft_ptq_int8,0.9509395599365235,0.5408761403387252,6.059040499712864
qat_int8,0.9507469177246094,0.5253161961956762,6.07366420008475
