condition,latency_ms,QWK,size_MB
teacher,268.82817200021236,0.6543846289028177,154.0890407562256
best_fp32,14.970418799384788,0.5545896758970358,1.2934738159179688
fp32_ft_control,28.429634399799397,0.5521493045663287,1.3805830001831054
ptq_int8,6.071996599894192,0.5453376965416993,0.9507469177246094
ft_ptq_int8,6.059040499712864,0.5408761403387252,0.9509395599365235
qat_int8,6.07366420008475,0.5253161961956762,0.9507469177246094
