delta_L1
0.19434252
0.06463133
0.0713392
0.36666724
0.41940093
0.9360662
0.047814958
0.93335855
0.57717705
0.3577282
0.49283093
0.23050801
0.049388874
0.81385136
0.7805176
0.4214964
0.36967415
0.21645492
0.09985208
0.60609776
0.7663616
0.20474419
0.9957617
0.28627166
0.8105359
0.29498184
0.24554688
0.24589631
1.2019856
1.0398786
0.2200985
0.6462336
0.31132025
0.6356618
0.86382914
0.3099941
1.0371454
0.5907227
0.33665222
0.115780294
1.2929752
0.18764858
0.11602449
0.5007621
1.3722272
0.57888
0.023442611
0.43069696
0.021292463
1.0837367
0.29771915
0.465205
0.20257708
0.55537397
0.11093092
0.81834054
0.05286193
0.9239098
0.12624633
0.026489682
0.5893713
1.1550076
1.158651
0.52902406
0.365883
0.54703087
0.177015
0.20374447
0.5810115
1.3030138
0.08576841
0.11790173
0.4826538
0.112459645
0.651641
0.06800626
0.36337113
0.57179916
0.061709598
0.068068415
0.2879266
1.159064
0.17555091
0.73802996
0.04582206
1.3229852
0.64060473
0.5049945
0.23133525
0.23919077
1.2255479
0.81336784
0.78234816
0.27786225
0.8905374
0.24054933
0.31279665
0.11759229
0.42620775
0.5124536
0.8048457
1.0205897
0.30761063
0.6410966
0.39386937
0.7722944
0.0810563
0.249653
0.25520968
0.34590447
0.50626457
0.22238839
1.1657507
0.42749912
1.13717
0.12089893
1.1589137
0.15970895
0.66401935
0.069540575
0.75863796
0.21296462
0.73148704
0.47407854
1.395345
0.24159162
1.3609794
0.11741721
0.5248257
0.700999
0.31068856
0.11610701
0.14395648
0.7611166
0.02382267
0.7596959
0.34796062
0.1635932
0.21969774
0.17294237
0.07120517
0.76512307
1.0606613
0.3240341
0.077363014
0.8468553
0.4910217
1.291477
0.11998683
0.81677103
0.10077993
0.35219395
0.62555707
0.33487082
0.35412765
0.09200603
0.21798383
0.10017411
0.106263146
0.05396272
0.19494182
0.08892119
0.26023242
0.048907094
1.3272221
0.44246447
0.1964007
0.9998886
0.39623347
1.3650298
0.1800919
0.53413916
0.27288333
0.39162683
0.9044844
1.0734499
0.77374756
0.23852485
1.2507297
0.7854651
0.108507074
0.05700741
1.1522157
0.049170785
0.25289816
0.6112733
0.38795578
0.24399716
0.057078954
1.3582716
0.35621864
1.3708053
0.8463832
0.32604378
0.59701025
0.17484623
0.12686701
0.6860717
0.5827106
0.004743009
