condition,epoch,L_task,L_aux,W_aux,L_logit_KD,W_logit_KD,L_CSD,W_CSD,L_total,gnorm_task,gnorm_aux,gnorm_logit_kd,gnorm_csd,gnorm_ratio_csd_over_task,L_feat_KD,W_feat_KD,gnorm_feat_kd
dual_csd,24.0,0.3593414333462715,0.8507456815242768,0.4253728407621384,0.5790245354175567,0.1447561338543891,0.4372977504134178,0.0874595518037676,1.01692995429039,2.3900703106184182,0.0,0.0585784573980232,0.3015722247020035,0.1261771351923003,,,
dual_logitkd,0.0,0.7373665535449981,1.403139055967331,0.7015695279836655,0.6445233845710754,0.6445233845710754,,,2.0834594702720644,4.345118123551367,0.0,1.684913347918713,,,,,
dual_logitkd,1.0,0.6335344630479812,1.2986395049095154,0.6493197524547577,0.6190293383598328,0.6190293383598328,,,1.9018835496902464,2.206489203702964,0.0,0.1783752789384658,,,,,
dual_logitkd,2.0,0.5853612160682679,1.2265156066417695,0.6132578033208848,0.6100766384601592,0.6100766384601592,,,1.8086956596374515,0.9646499012461536,0.0,0.1778339744951803,,,,,
dual_logitkd,3.0,0.5976112800836563,1.2239355540275574,0.6119677770137787,0.6087584984302521,0.6087584984302521,,,1.818337564468384,2.3738777452024555,0.0,0.5885191645318536,,,,,
dual_logitkd,4.0,0.5505027830600738,1.1807982635498049,0.5903991317749023,0.6011936628818512,0.6011936628818512,,,1.7420955753326417,0.3848199989673563,0.0,0.1680188361260052,,,,,
dual_logitkd,5.0,0.532462528347969,1.1301433765888214,0.5650716882944107,0.5956107699871063,0.5956107699871063,,,1.6931449890136718,0.7110352761308396,0.0,0.2845304291621658,,,,,
dual_logitkd,6.0,0.5365884399414063,1.1202364337444306,0.5601182168722153,0.5962583708763123,0.5962583708763123,,,1.6929650378227237,1.029432074335683,0.0,0.2731401043313615,,,,,
dual_logitkd,7.0,0.520719810128212,1.1206112802028656,0.5603056401014328,0.5914402401447296,0.5914402401447296,,,1.6724657011032105,3.2190641927926444,0.0,0.6842326555766859,,,,,
dual_logitkd,8.0,0.4934997606277466,1.0726150465011597,0.5363075232505798,0.5875138664245605,0.5875138664245605,,,1.6173211550712585,0.7665101450833681,0.0,0.1162831141557761,,,,,
dual_logitkd,9.0,0.4936385005712509,1.0713651084899902,0.5356825542449951,0.5871278250217438,0.5871278250217438,,,1.6164488840103148,0.445065482465312,0.0,0.2296367749574248,,,,,
dual_logitkd,10.0,0.4995542579889298,1.0705300676822662,0.5352650338411331,0.5910187149047852,0.5910187149047852,,,1.6258380126953125,1.706016025463979,0.0,0.3229416003376461,,,,,
dual_logitkd,11.0,0.4569180965423584,1.0081590807437897,0.5040795403718948,0.5851144170761109,0.5851144170761109,,,1.546112060546875,2.157537281524641,0.0,0.4538458661797256,,,,,
dual_logitkd,12.0,0.4573834353685379,1.0185868287086486,0.5092934143543243,0.5839421331882477,0.5839421331882477,,,1.5506189703941344,1.086771457335589,0.0,0.3535476461935763,,,,,
dual_logitkd,13.0,0.4563891357183456,1.0117504847049714,0.5058752423524857,0.5830844867229462,0.5830844867229462,,,1.545348858833313,0.9079406225860476,0.0,0.2290568471548746,,,,,
dual_no_distill,0.0,0.7443558341264724,1.3983454763889314,0.6991727381944657,,,,,1.443528578281403,4.345118123551367,0.0,,,,,,
dual_no_distill,1.0,0.6412070953845977,1.3011732268333436,0.6505866134166718,,,,,1.2917937099933623,2.298237872628172,0.0,,,,,,
dual_no_distill,2.0,0.5937265956401825,1.2395482063293457,0.6197741031646729,,,,,1.2135006964206696,1.263651695413468,0.0,,,,,,
dual_no_distill,3.0,0.5838451391458511,1.2076959598064425,0.6038479799032211,,,,,1.1876931190490725,2.384409682001608,0.0,,,,,,
dual_no_distill,4.0,0.5625286269187927,1.1924377381801603,0.5962188690900803,,,,,1.1587474930286408,0.3005222946076794,0.0,,,,,,
dual_no_distill,5.0,0.5336179208755493,1.1280540144443512,0.5640270072221756,,,,,1.0976449275016784,0.826734250492657,0.0,,,,,,
dual_no_distill,6.0,0.5356630778312683,1.1188271296024324,0.5594135648012162,,,,,1.0950766444206237,0.9810425644493154,0.0,,,,,,
dual_no_distill,7.0,0.5158568477630615,1.1111572754383088,0.5555786377191544,,,,,1.071435480117798,2.940387077174836,0.0,,,,,,
dual_no_distill,8.0,0.4913419449329376,1.082453713417053,0.5412268567085267,,,,,1.0325687944889068,0.6246998559393733,0.0,,,,,,
dual_no_distill,9.0,0.4976113653182983,1.0876672267913818,0.5438336133956909,,,,,1.0414449763298037,0.5801016886290163,0.0,,,,,,
dual_no_distill,10.0,0.4855105471611023,1.0592377531528472,0.5296188765764236,,,,,1.0151294195652008,1.4687192948462553,0.0,,,,,,
dual_no_distill,11.0,0.4708200401067733,1.0314764761924744,0.5157382380962372,,,,,0.98655827999115,1.774285893393678,0.0,,,,,,
dual_no_distill,12.0,0.4711913001537323,1.029367425441742,0.514683712720871,,,,,0.9858750188350678,1.1626627024392844,0.0,,,,,,
dual_no_distill,13.0,0.4471469175815582,0.9978219616413116,0.4989109808206558,,,,,0.9460578978061676,0.5441023720804254,0.0,,,,,,
dual_no_distill,14.0,0.4374295151233673,0.9942083823680876,0.4971041911840438,,,,,0.934533702135086,1.0764920364926485,0.0,,,,,,
dual_featkd,0.0,0.7178923517465592,1.3987854027748108,0.6993927013874054,0.6406593346595764,0.6406593346595764,,,2.509075517654419,4.345118123551367,0.0,1.684913347918713,,,0.4511311268806457,0.4511311268806457,0.9610705445755776
dual_featkd,1.0,0.6297210592031479,1.290034019947052,0.645017009973526,0.617836287021637,0.617836287021637,,,2.1738318490982054,1.8423620619863563,0.0,0.1229464708972161,,,0.2812574762105941,0.2812574762105941,0.0610253723943645
dual_featkd,2.0,0.5905554378032685,1.221845626831055,0.6109228134155273,0.6076031136512756,0.6076031136512756,,,2.0583335900306703,1.0020809550603529,0.0,0.1165917638460423,,,0.2492522266507148,0.2492522266507148,0.1364603570229489
dual_featkd,3.0,0.5742737275362014,1.1983679819107056,0.5991839909553528,0.6014975833892823,0.6014975833892823,,,2.012727782726288,1.879078344435251,0.0,0.4770699832269979,,,0.2377724942564964,0.2377724942564964,0.1322502904765437
dual_featkd,4.0,0.5510542315244674,1.169084416627884,0.584542208313942,0.6001088738441467,0.6001088738441467,,,1.9675922679901123,0.4528010943592275,0.0,0.188635382363849,,,0.2318869556486606,0.2318869556486606,0.0968242346522522
dual_featkd,5.0,0.5212343055009842,1.1222949707508088,0.5611474853754044,0.59064018368721,0.59064018368721,,,1.886124017238617,0.7161516167767438,0.0,0.2759034882698782,,,0.2131020347774029,0.2131020347774029,0.1194450178852286
dual_featkd,6.0,0.5154335647821426,1.1009701848030091,0.5504850924015046,0.5890667724609375,0.5890667724609375,,,1.859339640140533,0.9048964405380254,0.0,0.2366089469200332,,,0.2043542124330997,0.2043542124330997,0.0846960195318371
dual_featkd,7.0,0.5116115033626556,1.1055907356739043,0.5527953678369522,0.587669061422348,0.587669061422348,,,1.8579316020011905,3.059107068475784,0.0,0.6649060527302291,,,0.2058556640148162,0.2058556640148162,0.2860999422866731
dual_featkd,8.0,0.4900267702341079,1.0745322465896607,0.5372661232948304,0.583484650850296,0.583484650850296,,,1.7924728178977969,0.7187920710300296,0.0,0.1104992003172459,,,0.1816952864825725,0.1816952864825725,0.0868414783278161
dual_featkd,9.0,0.493148096203804,1.0651457285881043,0.5325728642940522,0.5837499678134919,0.5837499678134919,,,1.7951944851875306,0.6161371541160607,0.0,0.2264608355568664,,,0.1857235598564147,0.1857235598564147,0.0971932394057757
dual_featkd,10.0,0.488585838675499,1.0636397123336792,0.5318198561668396,0.5863325047492981,0.5863325047492981,,,1.802614109516144,1.5905278279423314,0.0,0.2977308486559308,,,0.1958759012818336,0.1958759012818336,0.0742847174054159
dual_featkd,11.0,0.4493851745128631,1.0071763443946835,0.5035881721973419,0.5819139766693116,0.5819139766693116,,,1.718933641910553,1.8488064092374143,0.0,0.4156275921887358,,,0.1840463215112686,0.1840463215112686,0.2085026839373916
dual_featkd,12.0,0.4526441025733947,1.0133103430271149,0.5066551715135574,0.5804332077503205,0.5804332077503205,,,1.7220885896682738,0.9485776720638,0.0,0.30597968370288,,,0.1823560938239097,0.1823560938239097,0.1135296290369773
dual_featkd,13.0,0.4602496057748794,1.0110860991477966,0.5055430495738983,0.5786015725135804,0.5786015725135804,,,1.716562807559967,0.4477261649900109,0.0,0.0923206948168745,,,0.1721685893833637,0.1721685893833637,0.0570970627378562
dual_featkd,14.0,0.4239637404680252,0.9747784972190856,0.4873892486095428,0.5788604378700256,0.5788604378700256,,,1.6574229216575622,1.053597558904362,0.0,0.1149571072765621,,,0.1672094897925853,0.1672094897925853,0.1254939687406908
dual_featkd,15.0,0.4456545436382294,0.994241943359375,0.4971209716796875,0.5793299293518066,0.5793299293518066,,,1.7006725335121156,1.5775874295576666,0.0,0.1954577832613362,,,0.1785670906305313,0.1785670906305313,0.0850951170037082
dual_featkd,16.0,0.4137535297870636,0.94332493185997,0.471662465929985,0.5753716206550599,0.5753716206550599,,,1.623201148509979,1.106643678202624,0.0,0.2089338135465565,,,0.1624135348200798,0.1624135348200798,0.079312451469211
