L_task,L_total,epoch,val_QWK,learning_rate
0.6662745982408523,0.6662745982408523,0,0.39352002605014647,0.0009984894935292329
0.5975556123256683,0.5975556123256683,1,0.3887147335423198,0.0009939672868916176
0.5773027163743972,0.5773027163743972,2,0.5070813662871425,0.0009864612609948615
0.5562447640299797,0.5562447640299797,3,0.4642042863657091,0.0009760176929846252
0.564371592104435,0.564371592104435,4,0.5064714341744019,0.0009627009709305305
0.5334009408950806,0.5334009408950806,5,0.5371266369911618,0.0009465931968523002
0.5569993615150451,0.5569993615150451,6,0.5434740821426283,0.0009277936805335052
0.5275850772857666,0.5275850772857666,7,0.5167255000840477,0.0009064183272437243
0.5279578286409378,0.5279578286409378,8,0.5621827411167513,0.0008825989231440152
0.5121275976300239,0.5121275976300239,9,0.4801694262610704,0.0008564823227814083
0.5097233918309212,0.5097233918309212,10,0.5670037926675094,0.0008282295436817901
0.47843401730060575,0.47843401730060575,11,0.5525535795713634,0.0007980147736233119
0.4757311099767685,0.4757311099767685,12,0.5769230769230769,0.0007660242967108149
0.4847448393702507,0.4847448393702507,13,0.5343905587313296,0.0007324553448723779
0.45283285945653917,0.45283285945653917,14,0.545176110260337,0.000697514881858894
0.44280324041843416,0.44280324041843416,15,0.5748510427010924,0.0006614183272437242
0.44686459735035894,0.44686459735035894,16,0.48326614193383255,0.0006243882282893936
0.4388233733177185,0.4388233733177185,17,0.5429841897233202,0.0005866528878697131
0.42189330980181694,0.42189330980181694,18,0.5290376769858411,0.000548444956906644
0.4085404321551323,0.4085404321551323,19,0.5528589510758901,0.0005099999999999999
0.43785552978515624,0.43785552978515624,20,0.55837744602391,0.00047155504309335594
