epoch,val_QWK,val_QWK_fakequant,train_total_loss,learning_rate
0,0.6373808537090758,0.6373808537090758,0.9378865385055541,3e-05
1,0.6314423870739474,0.6314423870739474,0.8932254892587662,3e-05
2,0.6413601747446722,0.6413601747446722,0.8895045578479767,3e-05
3,0.6320973348783314,0.6320973348783314,0.8746392089128494,3e-05
4,0.5644283121597096,0.5644283121597096,0.86732492685318,3e-05
5,0.6419767578354267,0.6419767578354267,0.8636986956000328,3e-05
6,0.6082837361836512,0.6082837361836512,0.8506902289390564,3e-05
7,0.6515332536837912,0.6515332536837912,0.8636986061930656,3e-05
8,0.6609504595382201,0.6609504595382201,0.8740928533673287,3e-05
9,0.6641129723857984,0.6641129723857984,0.8637190240621567,3e-05
