L_task,L_aux,L_total,weighted_aux,epoch,val_QWK,learning_rate,gnorm_task,gnorm_aux,ratio_aux_over_task
0.7253418117761612,1.6773033213615418,1.5639934754371643,0.8386516606807709,0,0.4126176244303722,0.0009984894935292329,1.7973409152698459,0.14460024949356517,0.08045232168536899
0.6402909517288208,1.3426791203022004,1.3116305136680604,0.6713395601511002,1,0.31556195965417866,0.0009939672868916176,4.660378714577132,0.8986095668774188,0.1928190007534518
0.6009619426727295,1.286570805311203,1.2442473459243775,0.6432854026556015,2,0.4688693787279673,0.0009864612609948615,2.0260477663450995,1.6232002634305471,0.8011658413951062
0.6044606536626815,1.2916280925273895,1.2502746987342834,0.6458140462636948,3,0.43815305586363906,0.0009760176929846252,2.5645820385747453,2.2339936123236246,0.8710946184295809
0.6000029557943344,1.30037060379982,1.2501882648468017,0.65018530189991,4,0.5177608538551337,0.0009627009709305305,6.928693678092513,3.5366392967951157,0.5104337788777468
0.5426167887449265,1.2043590307235719,1.1447963011264801,0.6021795153617859,5,0.46283783783783783,0.0009465931968523002,1.7593122016736091,1.7841545747946357,1.0141205029427947
0.5402430075407029,1.2019353413581848,1.1412106740474701,0.6009676706790924,6,0.4758975646497615,0.0009277936805335052,2.7873914951780074,2.6642413331016566,0.9558188498854961
0.4984106433391571,1.124466894865036,1.0606440997123718,0.562233447432518,7,0.5227568270481144,0.0009064183272437243,2.1549571477080818,2.7831877018549824,1.2915280959600794
0.494094215631485,1.098446033000946,1.0433172369003296,0.549223016500473,8,0.48273653193261157,0.0008825989231440152,2.9619572513223082,2.29223532096875,0.7738921012264529
0.5130760794878007,1.147912893295288,1.0870325350761414,0.573956446647644,9,0.4735191325387579,0.0008564823227814083,2.293309730669445,2.0637853158569497,0.8999156495335261
0.5010325360298157,1.1012236642837525,1.0516443741321564,0.5506118321418763,10,0.5574712643678161,0.0008282295436817901,1.6062378779651565,1.9607260147457086,1.2206946689799343
0.45878399908542633,1.074355227947235,0.9959616124629974,0.5371776139736175,11,0.5491779964730645,0.0007980147736233119,3.0121187035089783,2.3846856545997026,0.7916971040422991
0.4490692925453186,1.0464587461948396,0.9722986662387848,0.5232293730974198,12,0.5854880844484726,0.0007660242967108149,4.279753429371797,2.685320377586514,0.6274474503968511
0.43283180713653563,1.0003828155994414,0.9330232214927673,0.5001914077997207,13,0.5018662072925639,0.0007324553448723779,1.9441984454189172,1.535321797732011,0.7896939745784
0.4249849450588226,0.9821292865276336,0.9160495841503143,0.4910646432638168,14,0.47495961227786754,0.000697514881858894,2.401730927404785,1.7915429874168451,0.7459382593506073
0.43779454946517943,0.9957817959785461,0.9356854450702667,0.49789089798927305,15,0.5498659175073426,0.0006614183272437242,2.83815096581526,3.7678893441957997,1.3275859492955027
0.4282860505580902,1.0002610158920289,0.9284165537357331,0.5001305079460144,16,0.5180193378259597,0.0006243882282893936,5.228345197510139,4.25404497470548,0.8136503643124705
0.4136030972003937,0.9636953735351562,0.8954507803916931,0.4818476867675781,17,0.5673020699333411,0.0005866528878697131,2.921834345298006,3.246747351382336,1.1112017204559184
0.4188951075077057,0.9896007370948792,0.9136954772472382,0.4948003685474396,18,0.5216367382984987,0.000548444956906644,5.668703353285628,2.926386069938325,0.5162355282257215
0.38832849502563477,0.92474378824234,0.8507003891468048,0.46237189412117,19,0.5003877587543996,0.0005099999999999999,5.301532263293428,5.0076639485938,0.9445691735700066
0.3595766168832779,0.8796179020404815,0.7993855679035187,0.43980895102024076,20,0.5533345126481515,0.00047155504309335594,2.439065901439386,2.9231871047037834,1.1984863151826683
