L_task,L_aux,L_logit_KD,L_feat_KD,L_total,weighted_aux,weighted_logit_KD,weighted_feat_KD,epoch,val_QWK,learning_rate,gnorm_task,gnorm_aux,gnorm_logit_kd,gnorm_feat_kd,ratio_aux_over_task,ratio_logit_kd_over_task,ratio_feat_kd_over_task
0.6557004517316818,1.3170680838823319,0.6166906636953354,0.3189738355576992,1.7820667517185211,0.6585340419411659,0.3083453318476677,0.1594869177788496,0,0.4069837447320891,0.0009984894935292329,2.989860295276457,0.45289282310219786,0.3146947972051482,0.14136509337290826,0.151476249180506,0.10525401394249762,0.047281504622889735
0.5765717846155166,1.2061794221401214,0.594773282110691,0.13752989076077937,1.5458130824565888,0.6030897110700607,0.2973866410553455,0.06876494538038969,1,0.4371069182389936,0.0009939672868916176,3.2076275875541174,1.1507681859979162,0.6330039240667973,0.44737698371104595,0.35875991042819305,0.1973433345326338,0.1394728569634794
0.5436397698521614,1.1320175278186797,0.5833776384592056,0.1322056496888399,1.4674401742219925,0.5660087639093399,0.2916888192296028,0.06610282484441996,2,0.5300361738717903,0.0009864612609948615,1.6451284696733735,1.5052567052112014,0.23468674747620671,0.48822226284313414,0.91497821170772,0.14265557480918303,0.2967684723978223
0.5351425528526306,1.1146664583683015,0.5873303917050362,0.12798190496861936,1.450131928920746,0.5573332291841507,0.2936651958525181,0.06399095248430968,3,0.4895783357321819,0.0009760176929846252,0.8610344257733694,1.0800813386044958,0.20609321758816213,0.3483323436865726,1.2543997153590944,0.23935537467395918,0.40455100662636717
0.556303838789463,1.1370339119434356,0.5855191344022751,0.1314322331175208,1.4832964879274368,0.5685169559717178,0.29275956720113755,0.0657161165587604,4,0.4658242389431362,0.0009627009709305305,2.8166439831233228,1.936393282267235,0.44252412256398943,0.40992238873379827,0.6874824414692287,0.15711042120178884,0.1455357479290809
0.5391514825820923,1.114093679189682,0.5893363836407661,0.1351780867576599,1.4584555500745773,0.557046839594841,0.29466819182038306,0.06758904337882995,5,0.5002579313902502,0.0009465931968523002,3.1134417348190833,1.7401673800147797,0.5279343998376483,0.42523868454391894,0.5589208111890033,0.16956617300189358,0.13658154568568756
0.4800846901535988,1.0157376116514205,0.565177212357521,0.11181425727903843,1.326449226140976,0.5078688058257103,0.2825886061787605,0.055907128639519216,6,0.5058696693818878,0.0009277936805335052,1.2253102787335575,1.6832083172164662,0.16650495153575953,0.31915436401225483,1.3736996632038196,0.13588799051604616,0.26046820103567797
0.5025427907705307,1.0797137480974197,0.5719671303033829,0.11280071306973696,1.38478358566761,0.5398568740487099,0.28598356515169143,0.05640035653486848,7,0.5191129625091889,0.0009064183272437243,2.435416191469364,2.112336043529978,0.3600305955250969,0.5377030365776614,0.8673408885630913,0.14783124000989706,0.22078486562629285
0.48669278144836425,1.0451173090934753,0.5751128020882607,0.11915112797170878,1.3563833928108215,0.5225586545467377,0.2875564010441303,0.05957556398585439,8,0.5553300704309418,0.0008825989231440152,2.7368542636004154,1.8767137979702222,0.52642903371412,0.5791471656553823,0.685719302971342,0.19234821550987027,0.21161052430080676
0.46055301249027253,0.9985085773468018,0.5608369559049606,0.10261883147060871,1.2915351861715316,0.4992542886734009,0.2804184779524803,0.051309415735304356,9,0.5803626564868354,0.0008564823227814083,2.949350057763044,2.5899790497423756,0.32079401624046366,0.35407238082997433,0.8781524739409075,0.1087676979530101,0.1200509854359313
0.46779644265770914,1.0088178291916847,0.5619214966893196,0.10630307976156474,1.306317648291588,0.5044089145958424,0.2809607483446598,0.05315153988078237,10,0.6002644866554461,0.0008282295436817901,2.818766402612597,2.921681811851493,0.35887557620720817,0.6718515083776285,1.0365107974692434,0.1273165367213762,0.2383494807355861
0.4497716881334782,0.9996508496999741,0.560340179502964,0.10538149446249008,1.2824579429626466,0.49982542484998704,0.280170089751482,0.05269074723124504,11,0.5885568296595568,0.0007980147736233119,2.050633745485359,3.685970662500809,0.2863496083005184,0.4120086824925382,1.7974787894794866,0.13963956700261124,0.2009177325788233
0.4487390598654747,0.9963734826445579,0.5584951731562614,0.10556933298707008,1.278958060145378,0.49818674132227897,0.2792475865781307,0.05278466649353504,12,0.43471238663187983,0.0007660242967108149,2.0280331675726044,1.45011610363834,0.37264431309180135,0.47499376642270336,0.7150356941025844,0.18374665614459706,0.23421400301417822
0.424960196018219,0.9618761420249939,0.5535023236274719,0.09447101883590221,1.2298849391937257,0.48093807101249697,0.27675116181373594,0.047235509417951106,13,0.6143132633383329,0.0007324553448723779,4.4367823803732165,2.076137049958874,0.4384419179052033,0.4003977156980776,0.4679375439153795,0.09881979333598105,0.0902450653133897
0.4386517959833145,0.961046467423439,0.5596172496676445,0.10162171103060245,1.2497945004701614,0.4805232337117195,0.27980862483382224,0.05081085551530123,14,0.6128109654093141,0.000697514881858894,7.872746997379144,3.6207731051598544,1.16216908399201,1.1158101514131533,0.4599122906356851,0.14761925975506374,0.14173072649033547
0.44424475327134133,0.9825677704811097,0.5608943593502045,0.10213040169328451,1.2670410162210464,0.49128388524055483,0.28044717967510224,0.051065200846642254,15,0.6169185558354324,0.0006614183272437242,2.519518976169794,1.7115505406168918,0.24746972037897721,0.5595816604363246,0.6793163920594135,0.09822101866253215,0.22209860919047653
0.4333647708594799,0.946841630935669,0.5530620330572128,0.09635405160486699,1.2314936351776122,0.4734208154678345,0.2765310165286064,0.04817702580243349,16,0.5552129047562566,0.0006243882282893936,3.6509978655271573,3.525738214044399,0.2560854269926014,0.27011144107387447,0.9656916667452852,0.07014121520326497,0.07398290851503246
0.434050345569849,0.9663551330566407,0.5561450690031051,0.10419064637273551,1.2473957723379134,0.48317756652832033,0.27807253450155256,0.052095323186367753,17,0.5518016685403231,0.0005866528878697131,3.5205365270442632,4.168170049177356,0.3981649894347703,0.5542173875792065,1.1839587566150966,0.1130978151699672,0.1574241264994091
0.3964885275065899,0.8981190159916878,0.5471448811888695,0.09449596766382456,1.1663684606552125,0.4490595079958439,0.27357244059443475,0.04724798383191228,18,0.5465679127544176,0.000548444956906644,4.986521500840718,2.6951413697554147,0.8641459181997431,1.1520143752962235,0.5404852599755198,0.17329633855064092,0.2310256508674426
0.4074679496884346,0.9164407277107238,0.5491637969017029,0.10009326895698906,1.1903168392181396,0.4582203638553619,0.27458189845085146,0.05004663447849453,19,0.5648889137612625,0.0005099999999999999,5.437551831699459,2.37576983071098,0.9359968490642038,1.0518852466325752,0.4369190224286017,0.1721357107085573,0.1934483162993258
