L_task,L_aux,L_logit_KD,L_CSD,L_total,weighted_aux,weighted_logit_KD,weighted_CSD,epoch,val_QWK,learning_rate,gnorm_task,gnorm_aux,gnorm_logit_kd,gnorm_csd,ratio_csd_over_task,ratio_aux_over_task,ratio_logit_kd_over_task,gradient_ratio_CSD_task
0.6624795496463776,1.3149820983409881,0.6194584500789643,0.013305427338927985,1.6310303580760956,0.6574910491704941,0.30972922503948214,0.0013305427338927986,0,0.4318895166352794,0.0009984894935292329,3.8902265737144908,0.46712880539891416,0.41334683039594733,0.014268980873797094,0.003667904838810634,0.12007753187313387,0.10625263659161963,0.003667904838810634
0.5763556584715843,1.2027561038732528,0.5956017088890075,0.01070687048137188,1.4766052538156509,0.6013780519366264,0.29780085444450377,0.001070687048137188,1,0.5602626037408646,0.0009939672868916176,2.8656225915441316,1.1658602234633688,0.41750564498687165,0.009487824651833676,0.003310912148665464,0.4068436042148693,0.14569456781184156,0.003310912148665464
0.5463623857498169,1.1233212661743164,0.5879204732179641,0.009753742776811123,1.4029586327075958,0.5616606330871582,0.2939602366089821,0.0009753742776811124,2,0.5154863249411339,0.0009864612609948615,2.380708547809908,1.471317458219545,0.399273187993577,0.0021620740800846875,0.00090816411865016,0.6180166234850789,0.16771191432100394,0.00090816411865016
0.5308725637197494,1.1146473014354705,0.5872324648499488,0.01009388456121087,1.3828218311071396,0.5573236507177353,0.2936162324249744,0.001009388456121087,3,0.5511720983419097,0.0009760176929846252,1.078094730948704,0.6931618033453009,0.1749505550893807,0.008293530878647775,0.00769276635954766,0.6429507384154739,0.16227753467956138,0.00769276635954766
0.5520553512871266,1.1314609384536742,0.5869852164387703,0.009698681514710188,1.4122483110427857,0.5657304692268371,0.29349260821938516,0.0009698681514710189,4,0.506578947368421,0.0009627009709305305,2.7496222071936756,2.4071283968737096,0.45053220380576214,0.01027279500850604,0.003736075080289186,0.8754396842504693,0.16385240220531427,0.003736075080289186
0.536386089771986,1.1149040347337722,0.587455823123455,0.01056135619059205,1.3886221474409104,0.5574520173668861,0.2937279115617275,0.001056135619059205,5,0.5153366086841057,0.0009465931968523002,2.7999365273759937,1.6281425117246628,0.4670589182998656,0.0040905466009825385,0.0014609426181585842,0.5814926502103615,0.16681053792943568,0.0014609426181585842
0.5157451322674751,1.0754288005828858,0.5757919064164162,0.009196194019168616,1.3422750979661942,0.5377144002914429,0.2878959532082081,0.0009196194019168617,6,0.5539452495974235,0.0009277936805335052,3.2325366627708543,1.6768630704408316,0.37829938288913817,0.005687269599126375,0.0017593828601007674,0.5187452596449329,0.11702864417471721,0.0017593828601007674
0.5193239724636078,1.0967364782094955,0.5808725896477699,0.010143728833645583,1.3591428750753403,0.5483682391047477,0.29043629482388494,0.0010143728833645583,7,0.5039922574401161,0.0009064183272437243,2.0716856366381844,1.3242361801119131,0.19591539962346866,0.0047853809557888635,0.002309897250412139,0.6392071058912246,0.09456811214919132,0.002309897250412139
0.493169469833374,1.0517313769459724,0.5737862360477447,0.009816520400345325,1.306909925341606,0.5258656884729862,0.28689311802387235,0.0009816520400345325,8,0.5715104614502722,0.0008825989231440152,1.8634408259985398,2.04889874553318,0.18724429721231076,0.00963000247156962,0.005167860624932539,1.0995244479712745,0.10048309267452826,0.005167860624932539
0.46451960891485217,1.0022498404979705,0.5637738698720932,0.00963558953255415,1.248495010137558,0.5011249202489853,0.2818869349360466,0.000963558953255415,9,0.5871250421300978,0.0008564823227814083,1.3543345815268937,1.416717131201768,0.1805794486942751,0.007358660227183196,0.005433413816316313,1.0460614020536516,0.13333444420409585,0.005433413816316313
