L_task,L_total,epoch,val_QWK,learning_rate
0.6579826456308365,0.6579826456308365,0,0.2925851703406813,0.0009984894935292329
0.5912325251102447,0.5912325251102447,1,0.40643863179074446,0.0009939672868916176
0.5560432383418084,0.5560432383418084,2,0.44237320820209547,0.0009864612609948615
0.5355879572033883,0.5355879572033883,3,0.49646643109540645,0.0009760176929846252
0.5541384625434875,0.5541384625434875,4,0.4904552129221733,0.0009627009709305305
0.5358588987588883,0.5358588987588883,5,0.5360621216109502,0.0009465931968523002
0.5109499409794808,0.5109499409794808,6,0.48823097952923933,0.0009277936805335052
0.5265383496880531,0.5265383496880531,7,0.5022090419415361,0.0009064183272437243
0.5061693784594535,0.5061693784594535,8,0.5140013885674612,0.0008825989231440152
0.4922275757789612,0.4922275757789612,9,0.5367510809141445,0.0008564823227814083
0.49074795305728913,0.49074795305728913,10,0.5481747456612807,0.0008282295436817901
0.4818629783391952,0.4818629783391952,11,0.4017379679144386,0.0007980147736233119
0.48879828840494155,0.48879828840494155,12,0.5561012466943709,0.0007660242967108149
0.46592442244291304,0.46592442244291304,13,0.5356734988279137,0.0007324553448723779
0.4586149087548256,0.4586149087548256,14,0.5740040709508578,0.000697514881858894
0.474958470761776,0.474958470761776,15,0.5134575569358177,0.0006614183272437242
0.453493971824646,0.453493971824646,16,0.5395894428152492,0.0006243882282893936
0.4563173495233059,0.4563173495233059,17,0.5461039347580212,0.0005866528878697131
0.43519872590899467,0.43519872590899467,18,0.5218125867374646,0.000548444956906644
0.4334187722206116,0.4334187722206116,19,0.5706978443551334,0.0005099999999999999
0.4277714703977108,0.4277714703977108,20,0.4421251428855425,0.00047155504309335594
0.42264316841959954,0.42264316841959954,21,0.5544554455445545,0.00043334711213028693
0.4273085857927799,0.4273085857927799,22,0.5652298685645412,0.0003956117717106063
