epoch,train_total_loss,L_task,val_QWK,learning_rate
0,0.4216432829440777,0.4216432829440777,0.8535862198795181,9.939672868916175e-05
1,0.30544643658302134,0.30544643658302134,0.8767516131134719,9.760176929846253e-05
2,0.26148343234442234,0.26148343234442234,0.8593165973013811,9.465931968523002e-05
3,0.24438288529741017,0.24438288529741017,0.8507593592761852,9.064183272437242e-05
4,0.22772838423987826,0.22772838423987826,0.8384807379272925,8.564823227814082e-05
5,0.21191159648978092,0.21191159648978092,0.8714700896100751,7.980147736233117e-05
6,0.20856933669778405,0.20856933669778405,0.8294323249367241,7.324553448723777e-05
