epoch,val_QWK,val_QWK_fakequant,train_total_loss,learning_rate
0,0.592158380799646,0.592158380799646,0.8430332726240158,3e-05
1,0.5511049723756906,0.5511049723756906,0.8502550569176673,3e-05
2,0.5974082307650599,0.5974082307650599,0.8594381886720658,3e-05
3,0.5826186392224129,0.5826186392224129,0.8234539955854416,3e-05
4,0.5737240621929369,0.5737240621929369,0.8320130777359008,3e-05
5,0.6245606560869101,0.6245606560869101,0.8321730941534042,3e-05
6,0.5752918063099504,0.5752918063099504,0.8144738787412643,3e-05
7,0.5812664137729793,0.5812664137729793,0.8451894968748093,3e-05
8,0.5777318166149603,0.5777318166149603,0.8387359654903412,3e-05
9,0.5768606538372363,0.5768606538372363,0.8419592839479446,3e-05
