L_task,L_total,epoch,val_QWK,learning_rate
0.6533451533317566,0.6533451533317566,0,0.27265500794912567,0.0009984894935292329
0.6042466336488723,0.6042466336488723,1,0.36467363117729856,0.0009939672868916176
0.5817609056830406,0.5817609056830406,2,0.25894854586129745,0.0009864612609948615
0.5797771573066711,0.5797771573066711,3,0.3646445309921448,0.0009760176929846252
0.551903475522995,0.551903475522995,4,0.3918605421886392,0.0009627009709305305
0.5610454213619233,0.5610454213619233,5,0.4103918437538385,0.0009465931968523002
0.5455241495370865,0.5455241495370865,6,0.4044869679973606,0.0009277936805335052
0.5268763828277588,0.5268763828277588,7,0.3900822063113232,0.0009064183272437243
0.5282724037766456,0.5282724037766456,8,0.44472568499651965,0.0008825989231440152
0.5209725701808929,0.5209725701808929,9,0.3867736611462068,0.0008564823227814083
0.5036908426880836,0.5036908426880836,10,0.4822896705198739,0.0008282295436817901
0.487887382209301,0.487887382209301,11,0.44045676998368677,0.0007980147736233119
0.4966353252530098,0.4966353252530098,12,0.41459206310081353,0.0007660242967108149
0.4922034087777138,0.4922034087777138,13,0.40242946708463956,0.0007324553448723779
0.46897483095526693,0.46897483095526693,14,0.35929886730367666,0.000697514881858894
0.46417691484093665,0.46417691484093665,15,0.3992310157000961,0.0006614183272437242
0.4482706454396248,0.4482706454396248,16,0.4186748807151054,0.0006243882282893936
0.4559715357422829,0.4559715357422829,17,0.4218617679629991,0.0005866528878697131
0.4422950580716133,0.4422950580716133,18,0.36489607390300227,0.000548444956906644
