epoch,val_QWK,val_QWK_fakequant,train_total_loss,learning_rate
0,0.5944992947813822,0.5997262067734064,0.9436216878890992,0.0001
1,0.613766155695822,0.6024210776169,0.8900390285253524,0.0001
2,0.6209772868173364,0.610011641443539,0.8897093668580055,0.0001
3,0.6243048159981068,0.6477239779646273,0.8790203076601029,0.0001
4,0.5840469782236359,0.5674315866977544,0.9204522901773453,0.0001
5,0.6103436060928091,0.6236687094662938,0.9012117707729339,0.0001
6,0.6134473468431534,0.6029478976234004,0.9016496214270592,0.0001
7,0.6540279027902791,0.6371147833854399,0.8762062573432923,0.0001
8,0.6259060088847322,0.615473241546172,0.895019477903843,0.0001
9,0.6697154471544715,0.6090075258701787,0.8650037628412247,0.0001
