L_task,L_aux,L_logit_KD,L_CSD,L_total,weighted_aux,weighted_logit_KD,weighted_CSD,epoch,val_QWK,learning_rate,gnorm_task,gnorm_aux,gnorm_logit_kd,gnorm_csd,ratio_csd_over_task,ratio_aux_over_task,ratio_logit_kd_over_task,gradient_ratio_CSD_task
0.6478032439947128,1.3445040357112885,0.6177888178825378,0.8504865816235543,1.7990469896793366,0.6722520178556443,0.3088944089412689,0.17009731632471087,0,0.39288371778394093,0.0009984894935292329,3.8224147943955917,0.4123254530813089,0.3909757743871393,1.3009489791932067,0.3403474110399145,0.107870410528407,0.10228502018158425,0.3403474110399145
0.5786924970149994,1.2080778461694717,0.5978944855928421,0.6238345758616924,1.6064455890655518,0.6040389230847358,0.29894724279642104,0.1247669151723385,1,0.43863529727193507,0.0009939672868916176,2.9667897112579826,1.008102812632211,0.517960899317909,1.6340711480635737,0.550787655041008,0.33979584357017123,0.1745863204771202,0.550787655041008
0.5488054057955742,1.134904624223709,0.5882398551702499,0.6309140357375145,1.5365604555606842,0.5674523121118545,0.29411992758512495,0.1261828071475029,2,0.5334444943243764,0.0009864612609948615,2.3135095531130703,1.627734954903255,0.31026103967871377,0.6329371782777432,0.27358312716974076,0.7035782293239146,0.13410838924837157,0.27358312716974076
0.5216563630104065,1.1032624006271363,0.5821015852689743,0.5719053670018911,1.4787194299697877,0.5516312003135682,0.29105079263448713,0.11438107340037823,3,0.5167414566793234,0.0009760176929846252,1.2195626003337259,0.7139700224452791,0.17879935440659991,0.4276638342802963,0.35066985012763485,0.5854312212016878,0.14660941091311963,0.35066985012763485
0.5362995374202728,1.1409174966812134,0.5817188212275505,0.6088726244866848,1.519392222762108,0.5704587483406067,0.29085941061377524,0.12177452489733696,4,0.5226465364120781,0.0009627009709305305,3.4854794061660237,2.3483051824748116,0.4616073368753668,0.9976910697181288,0.2862421358603218,0.6737395086370379,0.13243725843244275,0.2862421358603218
0.5298354759812355,1.1197506600618363,0.5818434152007103,0.6059886008501053,1.5018302327394486,0.5598753300309182,0.29092170760035513,0.12119772017002106,5,0.46760744066709437,0.0009465931968523002,1.9065911226315848,1.5576759437802423,0.376136691427553,1.2612170221962618,0.661503668628992,0.8169952777448423,0.1972823050326532,0.661503668628992
0.4867521744966507,1.0332071846723556,0.5675099617242814,0.5657089005410672,1.4002525347471237,0.5166035923361778,0.2837549808621407,0.11314178010821344,6,0.5927531743573862,0.0009277936805335052,1.9043368986487355,1.772867097505104,0.2627913831303123,0.37080704539890713,0.1947171457224935,0.9309629502863076,0.13799626700337622,0.1947171457224935
0.5024940739572048,1.0791143369674683,0.5747283607721329,0.5745501819252968,1.4443254679441453,0.5395571684837341,0.2873641803860664,0.11491003638505937,7,0.46337202046674153,0.0009064183272437243,5.475829489253761,2.622178064946291,0.8229737832050971,1.409509256998272,0.2574056149418849,0.47886408261840124,0.15029207626354538,0.2574056149418849
0.4957845115661621,1.0568741750717163,0.5734214791655541,0.5654779648780823,1.4240279251337051,0.5284370875358582,0.28671073958277704,0.11309559297561647,8,0.5969384785518888,0.0008825989231440152,2.558898197239962,2.341338070399064,0.43046699294919605,1.153769674202815,0.45088533629328265,0.9149789831125134,0.16822357115007527,0.45088533629328265
0.46715160995721816,1.0162984019517898,0.5624806624650955,0.5193482707440853,1.3604107928276061,0.5081492009758949,0.28124033123254777,0.10386965414881706,9,0.5558834994709584,0.0008564823227814083,2.289535655547747,1.6344560523615104,0.3385665522302839,0.899984854644633,0.3930861930295299,0.7138810214206881,0.14787564081385118,0.3930861930295299
