L_task,L_total,epoch,val_QWK,learning_rate
0.6537125530838966,0.6537125530838966,0,0.38243013740929444,0.0009984894935292329
0.6040452313423157,0.6040452313423157,1,0.38262309893088386,0.0009939672868916176
0.5611992532014847,0.5611992532014847,2,0.42064835307902615,0.0009864612609948615
0.5569498723745346,0.5569498723745346,3,0.4534282018111254,0.0009760176929846252
0.5637997898459435,0.5637997898459435,4,0.4967948717948718,0.0009627009709305305
0.5479645770788193,0.5479645770788193,5,0.4523603435648179,0.0009465931968523002
0.5198801240324974,0.5198801240324974,6,0.46585272796642496,0.0009277936805335052
0.521162886917591,0.521162886917591,7,0.5017075442409189,0.0009064183272437243
0.5206725782155991,0.5206725782155991,8,0.43649254230486256,0.0008825989231440152
0.49270037084817886,0.49270037084817886,9,0.4682933194154488,0.0008564823227814083
0.48733838319778444,0.48733838319778444,10,0.4317828009216016,0.0008282295436817901
0.5028796607255935,0.5028796607255935,11,0.37685562383484095,0.0007980147736233119
0.4863422238826752,0.4863422238826752,12,0.27672066209238166,0.0007660242967108149
0.46881015092134476,0.46881015092134476,13,0.4262388673213062,0.0007324553448723779
0.46182820066809654,0.46182820066809654,14,0.46203692382931894,0.000697514881858894
0.45984638392925264,0.45984638392925264,15,0.4545179812632215,0.0006614183272437242
