L_task,L_total,epoch,val_QWK,learning_rate
0.675861394405365,0.675861394405365,0,0.2865585950692334,0.0009984894935292329
0.6152062314748764,0.6152062314748764,1,0.3563003452243957,0.0009939672868916176
0.5760094073414802,0.5760094073414802,2,0.3355665169697415,0.0009864612609948615
0.5742868283390998,0.5742868283390998,3,0.42544094067343674,0.0009760176929846252
0.5598640084266663,0.5598640084266663,4,0.4460375391032325,0.0009627009709305305
0.548576158285141,0.548576158285141,5,0.40386257636471123,0.0009465931968523002
0.5345449149608612,0.5345449149608612,6,0.46103352854109014,0.0009277936805335052
0.5155791544914246,0.5155791544914246,7,0.4605246155834086,0.0009064183272437243
0.519929048717022,0.519929048717022,8,0.45385211995863506,0.0008825989231440152
0.5186554357409477,0.5186554357409477,9,0.44110341221074656,0.0008564823227814083
0.5131978014111519,0.5131978014111519,10,0.45903153450323264,0.0008282295436817901
0.48935677617788315,0.48935677617788315,11,0.48679414209886807,0.0007980147736233119
0.48497696340084073,0.48497696340084073,12,0.374915983331093,0.0007660242967108149
0.4765820786356926,0.4765820786356926,13,0.40587449933244335,0.0007324553448723779
0.4732807558774948,0.4732807558774948,14,0.3124790899966543,0.000697514881858894
0.4624772082269192,0.4624772082269192,15,0.4414483821263482,0.0006614183272437242
0.4508360116183758,0.4508360116183758,16,0.40437230003927205,0.0006243882282893936
0.4465465332567692,0.4465465332567692,17,0.49071396439817494,0.0005866528878697131
0.43656340166926383,0.43656340166926383,18,0.40174727779184594,0.000548444956906644
0.43646720707416536,0.43646720707416536,19,0.4475452785055246,0.0005099999999999999
0.43635411113500594,0.43635411113500594,20,0.40104166666666674,0.00047155504309335594
0.4295873764157295,0.4295873764157295,21,0.4631804976632562,0.00043334711213028693
0.4252908806502819,0.4252908806502819,22,0.4392051195688784,0.0003956117717106063
0.3992826157808304,0.3992826157808304,23,0.4653465346534653,0.0003585816727562757
0.3957675091922283,0.3957675091922283,24,0.500763164589163,0.00032248511814110596
0.39574306637048723,0.39574306637048723,25,0.42712538036390735,0.000287544655127622
0.4085851117968559,0.4085851117968559,26,0.3217580032555616,0.000253975703289185
0.37965902730822565,0.37965902730822565,27,0.4727203839353372,0.00022198522637668816
0.3740391094982624,0.3740391094982624,28,0.43185496924571054,0.00019177045631821
0.37755874812602996,0.37755874812602996,29,0.46706663262701054,0.00016351767721859168
0.3663618862628937,0.3663618862628937,30,0.4698047329626276,0.0001374010768559848
0.3696886295080185,0.3696886295080185,31,0.46038598273235143,0.00011358167275627576
0.39837495371699333,0.39837495371699333,32,0.4478701315044359,9.22063194664948e-05
