condition,seed,quantization,subset,field_order,role,eyes,patients,QWK,Accuracy,BalancedAccuracy,MacroPrecision,MacroRecall,MacroF1,WeightedPrecision,WeightedRecall,WeightedF1,MAE,SevereErrorRate,ExactAccuracy,AdjacentErrorRate,AdjacentAccuracy,Precision_Grade0,Recall_Grade0,F1_Grade0,Support_Grade0,Specificity_Grade0,Precision_Grade1,Recall_Grade1,F1_Grade1,Support_Grade1,Specificity_Grade1,Precision_Grade2,Recall_Grade2,F1_Grade2,Support_Grade2,Specificity_Grade2,Precision_Grade3,Recall_Grade3,F1_Grade3,Support_Grade3,Specificity_Grade3,Precision_Grade4,Recall_Grade4,F1_Grade4,Support_Grade4,Specificity_Grade4,OrdinalViolationRate,OrdinalThreshold_Brier,OrdinalThreshold_ECE,Threshold0_MAEProb,Threshold1_MAEProb,Threshold2_MAEProb,Threshold3_MAEProb
fp32_ft_control,42,FP32,setC,_1=disc,supplementary,200,100,0.625784645098986,0.56,0.3982222222222222,0.39572339436915344,0.3982222222222222,0.3689899718537942,0.537425272517931,0.56,0.5310528675958249,0.73,0.19,0.56,0.25,0.81,0.7213114754098361,0.88,0.7927927927927928,100,0.66,0.2727272727272727,0.16666666666666666,0.20689655172413793,18,0.9560439560439561,0.4444444444444444,0.2222222222222222,0.2962962962962963,36,0.9390243902439024,0.34782608695652173,0.2222222222222222,0.2711864406779661,36,0.9085365853658537,0.19230769230769232,0.5,0.2777777777777778,10,0.8894736842105263,0.0,0.12513643503189087,0.04364461896941066,0.30046185851097107,0.2718730866909027,0.20347772538661957,0.16059522330760956
fp32_ft_control,123,FP32,setC,_1=disc,supplementary,200,100,0.638041163946061,0.505,0.36866666666666664,0.3328669803445698,0.36866666666666664,0.33241455391544816,0.5074160435738659,0.505,0.5004249478467666,0.78,0.21,0.505,0.285,0.79,0.7450980392156863,0.76,0.7524752475247525,100,0.74,0.09090909090909091,0.05555555555555555,0.06896551724137931,18,0.945054945054945,0.3225806451612903,0.2777777777777778,0.29850746268656714,36,0.8719512195121951,0.3333333333333333,0.25,0.2857142857142857,36,0.8902439024390244,0.1724137931034483,0.5,0.2564102564102564,10,0.8736842105263158,0.0,0.13881787657737732,0.08544760771095752,0.33060699701309204,0.30678126215934753,0.22106651961803436,0.18039436638355255
fp32_ft_control,2026,FP32,setC,_1=disc,supplementary,200,100,0.6487950240049192,0.5,0.36488888888888893,0.34720689894287304,0.36488888888888893,0.34076070132104613,0.5321045816804516,0.5,0.5109375047521598,0.775,0.205,0.5,0.295,0.795,0.7934782608695652,0.73,0.7604166666666666,100,0.81,0.18181818181818182,0.1111111111111111,0.13793103448275862,18,0.9505494505494505,0.2894736842105263,0.3055555555555556,0.2972972972972973,36,0.8353658536585366,0.3333333333333333,0.2777777777777778,0.30303030303030304,36,0.8780487804878049,0.13793103448275862,0.4,0.20512820512820512,10,0.868421052631579,0.0,0.1347966343164444,0.1060252868803218,0.32928362488746643,0.3032134473323822,0.24063673615455627,0.1888914853334427
fp32_ft_control,3407,FP32,setC,_1=disc,supplementary,200,100,0.7065430041301355,0.575,0.38755555555555554,0.3744107744107744,0.38755555555555554,0.35125904054802437,0.5440067340067339,0.575,0.5386971164023346,0.645,0.17,0.575,0.255,0.83,0.7222222222222222,0.91,0.8053097345132744,100,0.65,0.0,0.0,0.0,18,0.9615384615384616,0.4090909090909091,0.25,0.3103448275862069,36,0.9207317073170732,0.5555555555555556,0.2777777777777778,0.37037037037037035,36,0.9512195121951219,0.18518518518518517,0.5,0.2702702702702703,10,0.8842105263157894,0.0,0.11214542388916016,0.02939604031853378,0.2748722732067108,0.245374858379364,0.16105563938617706,0.1562214344739914
fp32_ft_control,8888,FP32,setC,_1=disc,supplementary,200,100,0.676773194937631,0.53,0.38933333333333336,0.3718181818181818,0.38933333333333336,0.3542442461986196,0.5447792207792209,0.53,0.5270145563832486,0.73,0.19,0.53,0.28,0.81,0.7428571428571429,0.78,0.7609756097560976,100,0.73,0.1,0.05555555555555555,0.07142857142857142,18,0.9505494505494505,0.4642857142857143,0.3611111111111111,0.40625,36,0.9085365853658537,0.4090909090909091,0.25,0.3103448275862069,36,0.9207317073170732,0.14285714285714285,0.5,0.2222222222222222,10,0.8421052631578947,0.0,0.12502498924732208,0.0860243257926777,0.3066215217113495,0.27074170112609863,0.19795933365821838,0.18854129314422607
ptq_int8,42,PTQ_INT8,setC,_1=disc,supplementary,200,100,0.6423562412342216,0.5,0.37977777777777777,0.3436895770675987,0.37977777777777777,0.3409277520596482,0.5217805124089671,0.5,0.5041942554488423,0.77,0.185,0.5,0.315,0.815,0.7916666666666666,0.76,0.7755102040816326,100,0.8,0.23529411764705882,0.2222222222222222,0.22857142857142856,18,0.9285714285714286,0.3225806451612903,0.2777777777777778,0.29850746268656714,36,0.8719512195121951,0.21739130434782608,0.1388888888888889,0.1694915254237288,36,0.8902439024390244,0.15151515151515152,0.5,0.23255813953488372,10,0.8526315789473684,0.0,0.13476818799972534,0.0891545657906681,0.29930368065834045,0.28050899505615234,0.2419167459011078,0.19048112630844116
ptq_int8,123,PTQ_INT8,setC,_1=disc,supplementary,200,100,0.6496999221555383,0.54,0.3753333333333334,0.3615352291386774,0.3753333333333334,0.3559869772458699,0.5256739140170175,0.54,0.5264165814080753,0.715,0.185,0.54,0.275,0.815,0.7232142857142857,0.81,0.7641509433962265,100,0.69,0.08333333333333333,0.05555555555555555,0.06666666666666667,18,0.9395604395604396,0.3793103448275862,0.3055555555555556,0.3384615384615385,36,0.8902439024390244,0.44,0.3055555555555556,0.36065573770491804,36,0.9146341463414634,0.18181818181818182,0.4,0.25,10,0.9052631578947369,0.0,0.12513414025306702,0.05462573159486056,0.33427485823631287,0.30620360374450684,0.20652376115322113,0.15114730596542358
ptq_int8,2026,PTQ_INT8,setC,_1=disc,supplementary,200,100,0.675632708530988,0.605,0.46311111111111114,0.46044207959815947,0.46311111111111114,0.4511186897393794,0.6022112687675302,0.605,0.5972399898951622,0.625,0.155,0.605,0.24,0.845,0.7818181818181819,0.86,0.819047619047619,100,0.76,0.3888888888888889,0.3888888888888889,0.3888888888888889,18,0.9395604395604396,0.5416666666666666,0.3611111111111111,0.43333333333333335,36,0.9329268292682927,0.3793103448275862,0.3055555555555556,0.3384615384615385,36,0.8902439024390244,0.21052631578947367,0.4,0.27586206896551724,10,0.9210526315789473,0.0,0.12339635193347931,0.055661375522613535,0.3173673152923584,0.29241207242012024,0.21889711916446686,0.15492144227027893
ptq_int8,3407,PTQ_INT8,setC,_1=disc,supplementary,200,100,0.7217470909923149,0.575,0.41288888888888886,0.3999041568068117,0.41288888888888886,0.3844120277218869,0.5684282796849168,0.575,0.5600181645428124,0.625,0.15,0.575,0.275,0.85,0.7699115044247787,0.87,0.8169014084507042,100,0.74,0.14285714285714285,0.1111111111111111,0.125,18,0.9340659340659341,0.45,0.25,0.32142857142857145,36,0.9329268292682927,0.4444444444444444,0.3333333333333333,0.38095238095238093,36,0.9085365853658537,0.19230769230769232,0.5,0.2777777777777778,10,0.8894736842105263,0.0,0.11237423121929169,0.046849769679829484,0.2720597982406616,0.25526854395866394,0.18428009748458862,0.16597449779510498
ptq_int8,8888,PTQ_INT8,setC,_1=disc,supplementary,200,100,0.6987581458256487,0.6,0.4188888888888889,0.4066374807987711,0.4188888888888889,0.3894544098916529,0.5711484639016897,0.6,0.5694165319276977,0.625,0.17,0.6,0.23,0.83,0.7258064516129032,0.9,0.8035714285714286,100,0.66,0.0,0.0,0.0,18,0.967032967032967,0.48,0.3333333333333333,0.39344262295081966,36,0.9207317073170732,0.6190476190476191,0.3611111111111111,0.45614035087719296,36,0.9512195121951219,0.20833333333333334,0.5,0.29411764705882354,10,0.9,0.0,0.11509497463703156,0.027944526746869088,0.2865709960460663,0.24924930930137634,0.1825508177280426,0.1580202579498291
ft_ptq_int8,42,FT_PTQ_INT8,setC,_1=disc,supplementary,200,100,0.6427798224723966,0.565,0.4033333333333333,0.3816994300451829,0.4033333333333333,0.36712536990022804,0.5518236585389862,0.565,0.5458118939430691,0.705,0.175,0.565,0.26,0.825,0.7522123893805309,0.85,0.7981220657276995,100,0.72,0.1111111111111111,0.05555555555555555,0.07407407407407407,18,0.9560439560439561,0.4838709677419355,0.4166666666666667,0.44776119402985076,36,0.9024390243902439,0.3888888888888889,0.19444444444444445,0.25925925925925924,36,0.9329268292682927,0.1724137931034483,0.5,0.2564102564102564,10,0.8736842105263158,0.0,0.1252383142709732,0.051988751352764664,0.297689825296402,0.27445611357688904,0.21335142850875854,0.16923555731773376
ft_ptq_int8,123,FT_PTQ_INT8,setC,_1=disc,supplementary,200,100,0.6463553945993243,0.555,0.4335555555555556,0.41292633292633296,0.4335555555555556,0.39612964969302994,0.549993487993488,0.555,0.5418602744673167,0.725,0.21,0.555,0.235,0.79,0.7314814814814815,0.79,0.7596153846153846,100,0.71,0.2857142857142857,0.1111111111111111,0.16,18,0.9725274725274725,0.4,0.3888888888888889,0.39436619718309857,36,0.8719512195121951,0.4166666666666667,0.2777777777777778,0.3333333333333333,36,0.9146341463414634,0.23076923076923078,0.6,0.3333333333333333,10,0.8947368421052632,0.0,0.13203644752502441,0.0639856300316751,0.32725632190704346,0.3027825653553009,0.21543380618095398,0.163139209151268
ft_ptq_int8,2026,FT_PTQ_INT8,setC,_1=disc,supplementary,200,100,0.6012563492258238,0.495,0.376,0.35551520207638115,0.376,0.35502816235564266,0.5037720152020764,0.495,0.49606652259066664,0.805,0.21,0.495,0.295,0.79,0.73,0.73,0.73,100,0.73,0.3125,0.2777777777777778,0.29411764705882354,18,0.9395604395604396,0.3103448275862069,0.25,0.27692307692307694,36,0.8780487804878049,0.25806451612903225,0.2222222222222222,0.23880597014925373,36,0.8597560975609756,0.16666666666666666,0.4,0.23529411764705882,10,0.8947368421052632,0.0,0.1385037750005722,0.08588588109705597,0.3471817374229431,0.315885454416275,0.22943632304668427,0.17490293085575104
ft_ptq_int8,3407,FT_PTQ_INT8,setC,_1=disc,supplementary,200,100,0.6923677913960642,0.575,0.40377777777777785,0.39950039032006246,0.40377777777777785,0.3760246375491384,0.5553700234192037,0.575,0.5485444389164899,0.66,0.185,0.575,0.24,0.815,0.7213114754098361,0.88,0.7927927927927928,100,0.66,0.1,0.05555555555555555,0.07142857142857142,18,0.9505494505494505,0.47619047619047616,0.2777777777777778,0.3508771929824561,36,0.9329268292682927,0.5,0.3055555555555556,0.3793103448275862,36,0.9329268292682927,0.2,0.5,0.2857142857142857,10,0.8947368421052632,0.0,0.11421091854572296,0.03222243076656014,0.2850264608860016,0.2622775733470917,0.17425090074539185,0.14914214611053467
ft_ptq_int8,8888,FT_PTQ_INT8,setC,_1=disc,supplementary,200,100,0.676278864213899,0.5,0.37555555555555553,0.3180137844611529,0.37555555555555553,0.32109359630139683,0.5171773182957393,0.5,0.5012250393468425,0.765,0.19,0.5,0.31,0.81,0.7894736842105263,0.75,0.7692307692307693,100,0.8,0.0,0.0,0.0,18,0.9505494505494505,0.32142857142857145,0.25,0.28125,36,0.8841463414634146,0.3125,0.2777777777777778,0.29411764705882354,36,0.8658536585365854,0.16666666666666666,0.6,0.2608695652173913,10,0.8421052631578947,0.0,0.13188843429088593,0.11570135483983902,0.3058825731277466,0.282616525888443,0.22405235469341278,0.20146828889846802
qat_int8,42,QAT_INT8,setC,_1=disc,supplementary,200,100,0.6089300630268054,0.58,0.3913333333333333,0.4081499096578655,0.3913333333333333,0.3744385322702056,0.5483482077286239,0.58,0.5446799164005593,0.715,0.195,0.58,0.225,0.805,0.689922480620155,0.89,0.777292576419214,100,0.6,0.16666666666666666,0.05555555555555555,0.08333333333333333,18,0.9725274725274725,0.52,0.3611111111111111,0.4262295081967213,36,0.926829268292683,0.47368421052631576,0.25,0.32727272727272727,36,0.9390243902439024,0.19047619047619047,0.4,0.25806451612903225,10,0.9105263157894737,0.0,0.12484517693519592,0.04171653129160404,0.3039815127849579,0.2703320384025574,0.19542400538921356,0.14471639692783356
qat_int8,123,QAT_INT8,setC,_1=disc,supplementary,200,100,0.643278882109821,0.505,0.3166666666666666,0.2922105263157895,0.3166666666666666,0.2835786435786436,0.4597894736842105,0.505,0.4672842712842713,0.76,0.2,0.505,0.295,0.8,0.68,0.85,0.7555555555555555,100,0.6,0.0,0.0,0.0,18,0.9395604395604396,0.2,0.1111111111111111,0.14285714285714285,36,0.9024390243902439,0.42105263157894735,0.2222222222222222,0.2909090909090909,36,0.9329268292682927,0.16,0.4,0.22857142857142856,10,0.8894736842105263,0.0,0.13055838644504547,0.04815527873579412,0.3321683406829834,0.2943190038204193,0.19234883785247803,0.15269114077091217
qat_int8,2026,QAT_INT8,setC,_1=disc,supplementary,200,100,0.5866079135056557,0.41,0.3035555555555556,0.2798425430778372,0.3035555555555556,0.27190627202255113,0.49878639334521685,0.41,0.4406141649048626,0.92,0.225,0.41,0.365,0.775,0.8194444444444444,0.59,0.686046511627907,100,0.87,0.0,0.0,0.0,18,0.9230769230769231,0.29545454545454547,0.3611111111111111,0.325,36,0.8109756097560976,0.16666666666666666,0.16666666666666666,0.16666666666666666,36,0.8170731707317073,0.11764705882352941,0.4,0.18181818181818182,10,0.8421052631578947,0.0,0.16036169230937958,0.1587962101213634,0.3515198528766632,0.33904263377189636,0.2829090356826782,0.21536855399608612
qat_int8,3407,QAT_INT8,setC,_1=disc,supplementary,200,100,0.6498169218293073,0.525,0.35377777777777775,0.3360210519950335,0.35377777777777775,0.3124061935359948,0.4820771561860229,0.525,0.48127902306236414,0.735,0.195,0.525,0.28,0.805,0.6929133858267716,0.88,0.775330396475771,100,0.61,0.2,0.1111111111111111,0.14285714285714285,18,0.9560439560439561,0.21739130434782608,0.1388888888888889,0.1694915254237288,36,0.8902439024390244,0.38461538461538464,0.1388888888888889,0.20408163265306123,36,0.9512195121951219,0.18518518518518517,0.5,0.2702702702702703,10,0.8842105263157894,0.0,0.1222340390086174,0.04711794924922288,0.29865947365760803,0.2674918472766876,0.1750728040933609,0.149528369307518
qat_int8,8888,QAT_INT8,setC,_1=disc,supplementary,200,100,0.6608572774375883,0.55,0.40088888888888885,0.3855913978494624,0.40088888888888885,0.3643753389631095,0.5510645161290323,0.55,0.537961257224397,0.72,0.195,0.55,0.255,0.805,0.75,0.81,0.7788461538461539,100,0.73,0.16666666666666666,0.05555555555555555,0.08333333333333333,18,0.9725274725274725,0.4,0.3888888888888889,0.39436619718309857,36,0.8719512195121951,0.45,0.25,0.32142857142857145,36,0.9329268292682927,0.16129032258064516,0.5,0.24390243902439024,10,0.8631578947368421,0.0,0.13044938445091248,0.07102774805855007,0.31897875666618347,0.28354817628860474,0.20560167729854584,0.1797298789024353
teacher,-,FP32,setB,_1=macula,supplementary,200,100,0.7869658389007941,0.585,0.43529705735367613,0.40244200244200246,0.43529705735367613,0.3923866356540785,0.5229487179487179,0.585,0.5267200209764443,0.555,0.135,0.585,0.28,0.865,0.6825396825396826,0.9885057471264368,0.8075117370892019,87,0.6460176991150443,0.0,0.0,0.0,23,0.9661016949152542,0.47619047619047616,0.21739130434782608,0.29850746268656714,46,0.9285714285714286,0.6153846153846154,0.47058823529411764,0.5333333333333333,34,0.9397590361445783,0.23809523809523808,0.5,0.3225806451612903,10,0.9157894736842105,0.0,0.09382402151823044,0.037016219918150454,0.2508736550807953,0.1883857399225235,0.14059323072433472,0.13114075362682343
best_fp32,42,FP32,setB,_1=macula,supplementary,200,100,0.6764169898602869,0.465,0.44550430667019436,0.3945058099655801,0.44550430667019436,0.3801375242493501,0.4965240684982065,0.465,0.4682029857135002,0.795,0.225,0.465,0.31,0.775,0.7283950617283951,0.6781609195402298,0.7023809523809523,87,0.8053097345132744,0.46153846153846156,0.2608695652173913,0.3333333333333333,23,0.96045197740113,0.325,0.2826086956521739,0.3023255813953488,46,0.8246753246753247,0.2413793103448276,0.20588235294117646,0.2222222222222222,34,0.8674698795180723,0.21621621621621623,0.8,0.3404255319148936,10,0.8473684210526315,0.0,0.1320943981409073,0.10839374075178057,0.3017798662185669,0.29127252101898193,0.2393876612186432,0.19047680497169495
best_fp32,123,FP32,setB,_1=macula,supplementary,200,100,0.6644790207211858,0.475,0.3729429402945586,0.2967815641728685,0.3729429402945586,0.3195282767268104,0.408816261914088,0.475,0.43263687409124413,0.785,0.23,0.475,0.295,0.77,0.6388888888888888,0.7931034482758621,0.7076923076923077,87,0.6548672566371682,0.0,0.0,0.0,23,0.9717514124293786,0.2222222222222222,0.13043478260869565,0.1643835616438356,46,0.8636363636363636,0.40540540540540543,0.4411764705882353,0.4225352112676056,34,0.8674698795180723,0.21739130434782608,0.5,0.30303030303030304,10,0.9052631578947369,0.0,0.12908831238746643,0.057373180151917044,0.33650341629981995,0.2957068383693695,0.21579645574092865,0.15442581474781036
best_fp32,2026,FP32,setB,_1=macula,supplementary,200,100,0.6865317583268784,0.54,0.46076314783784583,0.4467208848405986,0.46076314783784583,0.40764765640686,0.5352127521145088,0.54,0.5140223166525321,0.705,0.2,0.54,0.26,0.8,0.6698113207547169,0.8160919540229885,0.7357512953367875,87,0.6902654867256637,0.4,0.08695652173913043,0.14285714285714285,23,0.9830508474576272,0.5,0.34782608695652173,0.41025641025641024,46,0.8961038961038961,0.41379310344827586,0.35294117647058826,0.38095238095238093,34,0.8975903614457831,0.25,0.7,0.3684210526315789,10,0.8894736842105263,0.0,0.12523329257965088,0.06587132556363941,0.3207489252090454,0.2911547124385834,0.2204517424106598,0.16760969161987305
best_fp32,3407,FP32,setB,_1=macula,supplementary,200,100,0.6886021302445181,0.465,0.3640250463003792,0.2923408521303258,0.3640250463003792,0.2966729344244037,0.4037520989974937,0.465,0.41688777094636914,0.77,0.2,0.465,0.335,0.8,0.6696428571428571,0.8620689655172413,0.7537688442211056,87,0.672566371681416,0.16666666666666666,0.08695652173913043,0.11428571428571428,23,0.943502824858757,0.15789473684210525,0.06521739130434782,0.09230769230769231,46,0.8961038961038961,0.28,0.20588235294117646,0.23728813559322035,34,0.891566265060241,0.1875,0.6,0.2857142857142857,10,0.8631578947368421,0.0,0.12239844352006912,0.06231168421683834,0.29002171754837036,0.2727108299732208,0.1991404891014099,0.16963377594947815
best_fp32,8888,FP32,setB,_1=macula,supplementary,200,100,0.6427634619468142,0.5,0.3926666078725344,0.3523453416149068,0.3926666078725344,0.34021339449319915,0.441452049689441,0.5,0.44441566844902475,0.77,0.22,0.5,0.28,0.78,0.608,0.8735632183908046,0.7169811320754716,87,0.5663716814159292,0.14285714285714285,0.043478260869565216,0.06666666666666667,23,0.9661016949152542,0.3333333333333333,0.15217391304347827,0.208955223880597,46,0.9090909090909091,0.4166666666666667,0.29411764705882354,0.3448275862068966,34,0.9156626506024096,0.2608695652173913,0.6,0.36363636363636365,10,0.9105263157894737,0.0,0.12930306792259216,0.05780281193787232,0.33264175057411194,0.28215593099594116,0.18600299954414368,0.14101986587047577
csd_fp32,42,FP32,setB,_1=macula,supplementary,200,100,0.6764169898602869,0.465,0.44550430667019436,0.3945058099655801,0.44550430667019436,0.3801375242493501,0.4965240684982065,0.465,0.4682029857135002,0.795,0.225,0.465,0.31,0.775,0.7283950617283951,0.6781609195402298,0.7023809523809523,87,0.8053097345132744,0.46153846153846156,0.2608695652173913,0.3333333333333333,23,0.96045197740113,0.325,0.2826086956521739,0.3023255813953488,46,0.8246753246753247,0.2413793103448276,0.20588235294117646,0.2222222222222222,34,0.8674698795180723,0.21621621621621623,0.8,0.3404255319148936,10,0.8473684210526315,0.0,0.1320943981409073,0.10839374075178057,0.3017798662185669,0.29127252101898193,0.2393876612186432,0.19047680497169495
csd_fp32,123,FP32,setB,_1=macula,supplementary,200,100,0.6644790207211858,0.475,0.3729429402945586,0.2967815641728685,0.3729429402945586,0.3195282767268104,0.408816261914088,0.475,0.43263687409124413,0.785,0.23,0.475,0.295,0.77,0.6388888888888888,0.7931034482758621,0.7076923076923077,87,0.6548672566371682,0.0,0.0,0.0,23,0.9717514124293786,0.2222222222222222,0.13043478260869565,0.1643835616438356,46,0.8636363636363636,0.40540540540540543,0.4411764705882353,0.4225352112676056,34,0.8674698795180723,0.21739130434782608,0.5,0.30303030303030304,10,0.9052631578947369,0.0,0.12908831238746643,0.057373180151917044,0.33650341629981995,0.2957068383693695,0.21579645574092865,0.15442581474781036
csd_fp32,2026,FP32,setB,_1=macula,supplementary,200,100,0.6865317583268784,0.54,0.46076314783784583,0.4467208848405986,0.46076314783784583,0.40764765640686,0.5352127521145088,0.54,0.5140223166525321,0.705,0.2,0.54,0.26,0.8,0.6698113207547169,0.8160919540229885,0.7357512953367875,87,0.6902654867256637,0.4,0.08695652173913043,0.14285714285714285,23,0.9830508474576272,0.5,0.34782608695652173,0.41025641025641024,46,0.8961038961038961,0.41379310344827586,0.35294117647058826,0.38095238095238093,34,0.8975903614457831,0.25,0.7,0.3684210526315789,10,0.8894736842105263,0.0,0.12523329257965088,0.06587132556363941,0.3207489252090454,0.2911547124385834,0.2204517424106598,0.16760969161987305
csd_fp32,3407,FP32,setB,_1=macula,supplementary,200,100,0.6886021302445181,0.465,0.3640250463003792,0.2923408521303258,0.3640250463003792,0.2966729344244037,0.4037520989974937,0.465,0.41688777094636914,0.77,0.2,0.465,0.335,0.8,0.6696428571428571,0.8620689655172413,0.7537688442211056,87,0.672566371681416,0.16666666666666666,0.08695652173913043,0.11428571428571428,23,0.943502824858757,0.15789473684210525,0.06521739130434782,0.09230769230769231,46,0.8961038961038961,0.28,0.20588235294117646,0.23728813559322035,34,0.891566265060241,0.1875,0.6,0.2857142857142857,10,0.8631578947368421,0.0,0.12239844352006912,0.06231168421683834,0.29002171754837036,0.2727108299732208,0.1991404891014099,0.16963377594947815
csd_fp32,8888,FP32,setB,_1=macula,supplementary,200,100,0.6427634619468142,0.5,0.3926666078725344,0.3523453416149068,0.3926666078725344,0.34021339449319915,0.441452049689441,0.5,0.44441566844902475,0.77,0.22,0.5,0.28,0.78,0.608,0.8735632183908046,0.7169811320754716,87,0.5663716814159292,0.14285714285714285,0.043478260869565216,0.06666666666666667,23,0.9661016949152542,0.3333333333333333,0.15217391304347827,0.208955223880597,46,0.9090909090909091,0.4166666666666667,0.29411764705882354,0.3448275862068966,34,0.9156626506024096,0.2608695652173913,0.6,0.36363636363636365,10,0.9105263157894737,0.0,0.12930306792259216,0.05780281193787232,0.33264175057411194,0.28215593099594116,0.18600299954414368,0.14101986587047577
fp32_ft_control,42,FP32,setB,_1=macula,supplementary,200,100,0.7132160599006456,0.47,0.4022553429167769,0.31312504699601473,0.4022553429167769,0.3213964861840181,0.43549590194751486,0.47,0.4374866902018978,0.735,0.18,0.47,0.35,0.82,0.6538461538461539,0.7816091954022989,0.7120418848167539,87,0.6814159292035398,0.0,0.0,0.0,23,0.9322033898305084,0.41935483870967744,0.2826086956521739,0.33766233766233766,46,0.8831168831168831,0.25,0.14705882352941177,0.18518518518518517,34,0.9096385542168675,0.24242424242424243,0.8,0.37209302325581395,10,0.868421052631579,0.0,0.12350735068321228,0.06484038086608052,0.3116227686405182,0.2816968858242035,0.20403379201889038,0.15987178683280945
fp32_ft_control,123,FP32,setB,_1=macula,supplementary,200,100,0.6516597724329961,0.45,0.42636505276773373,0.32508879880013897,0.42636505276773373,0.3324669655779017,0.4270732886454536,0.45,0.42349798565186636,0.84,0.245,0.45,0.305,0.755,0.6391752577319587,0.7126436781609196,0.6739130434782609,87,0.6902654867256637,0.09090909090909091,0.043478260869565216,0.058823529411764705,23,0.943502824858757,0.25925925925925924,0.15217391304347827,0.1917808219178082,46,0.8701298701298701,0.39285714285714285,0.3235294117647059,0.3548387096774194,34,0.8975903614457831,0.24324324324324326,0.9,0.3829787234042553,10,0.8526315789473684,0.0,0.13969780504703522,0.0842432380001992,0.33425208926200867,0.29760897159576416,0.22702987492084503,0.180524542927742
fp32_ft_control,2026,FP32,setB,_1=macula,supplementary,200,100,0.700530110006883,0.48,0.4285586618455478,0.3712765085791402,0.4285586618455478,0.37099299535536917,0.4861297112974745,0.48,0.4727980743813138,0.74,0.19,0.48,0.33,0.81,0.7032967032967034,0.735632183908046,0.7191011235955056,87,0.7610619469026548,0.21052631578947367,0.17391304347826086,0.19047619047619047,23,0.9152542372881356,0.36666666666666664,0.2391304347826087,0.2894736842105263,46,0.8766233766233766,0.35714285714285715,0.29411764705882354,0.3225806451612903,34,0.891566265060241,0.21875,0.7,0.3333333333333333,10,0.868421052631579,0.0,0.1251727044582367,0.09186471145832911,0.3251403868198395,0.2984675168991089,0.23047100007534027,0.17743240296840668
fp32_ft_control,3407,FP32,setB,_1=macula,supplementary,200,100,0.6731566739298516,0.465,0.3519957668224711,0.2738722790453711,0.3519957668224711,0.2751836535368373,0.3759477445580907,0.465,0.395719161437602,0.795,0.225,0.465,0.31,0.775,0.6341463414634146,0.896551724137931,0.7428571428571429,87,0.6017699115044248,0.16666666666666666,0.043478260869565216,0.06896551724137931,23,0.9717514124293786,0.125,0.043478260869565216,0.06451612903225806,46,0.9090909090909091,0.25,0.17647058823529413,0.20689655172413793,34,0.891566265060241,0.1935483870967742,0.6,0.2926829268292683,10,0.868421052631579,0.0,0.1256326138973236,0.06761048253159971,0.30356624722480774,0.27407753467559814,0.18766409158706665,0.1579042375087738
fp32_ft_control,8888,FP32,setB,_1=macula,supplementary,200,100,0.7067413862702728,0.465,0.3991380780198136,0.331751528894386,0.3991380780198136,0.3338857853945588,0.44815216793788226,0.465,0.44404030733675676,0.755,0.2,0.465,0.335,0.8,0.6836734693877551,0.7701149425287356,0.7243243243243244,87,0.7256637168141593,0.13333333333333333,0.08695652173913043,0.10526315789473684,23,0.9265536723163842,0.2962962962962963,0.17391304347826086,0.2191780821917808,46,0.8766233766233766,0.3333333333333333,0.2647058823529412,0.29508196721311475,34,0.891566265060241,0.21212121212121213,0.7,0.32558139534883723,10,0.8631578947368421,0.0,0.12785960733890533,0.07212975553702562,0.3177153468132019,0.2871268093585968,0.21868310868740082,0.17698171734809875
ptq_int8,42,PTQ_INT8,setB,_1=macula,supplementary,200,100,0.6717089694213725,0.46,0.43527412764206136,0.3715059281907437,0.43527412764206136,0.3653395537035359,0.48791094179478933,0.46,0.46243685267385326,0.805,0.225,0.46,0.315,0.775,0.7283950617283951,0.6781609195402298,0.7023809523809523,87,0.8053097345132744,0.3333333333333333,0.21739130434782608,0.2631578947368421,23,0.943502824858757,0.3783783783783784,0.30434782608695654,0.3373493975903614,46,0.8506493506493507,0.20689655172413793,0.17647058823529413,0.19047619047619047,34,0.8614457831325302,0.21052631578947367,0.8,0.3333333333333333,10,0.8421052631578947,0.0,0.133917897939682,0.10834349478129299,0.30117666721343994,0.2954283058643341,0.24658353626728058,0.1917668581008911
ptq_int8,123,PTQ_INT8,setB,_1=macula,supplementary,200,100,0.6540529700053898,0.485,0.39673692565481966,0.3437904201062095,0.39673692565481966,0.35171532705925196,0.4371126899416373,0.485,0.44872007891208104,0.78,0.23,0.485,0.285,0.77,0.6346153846153846,0.7586206896551724,0.6910994764397905,87,0.6637168141592921,0.14285714285714285,0.043478260869565216,0.06666666666666667,23,0.9661016949152542,0.2692307692307692,0.15217391304347827,0.19444444444444445,46,0.8766233766233766,0.4090909090909091,0.5294117647058824,0.46153846153846156,34,0.8433734939759037,0.2631578947368421,0.5,0.3448275862068966,10,0.9263157894736842,0.0,0.12917061150074005,0.06550485784071498,0.3371826112270355,0.3042154610157013,0.22486373782157898,0.15470582246780396
