gamma_feat,run_name,n_seeds,val_QWK_mean,val_QWK_sd,val_MacroF1_mean,val_SER_mean,val_MAE_mean
2.0,featkd_gamma_feat2.0,3,0.6542573790357354,0.023176610634244667,0.3411049706007449,0.21166666666666667,0.6849999999999999
1.0,featkd_gamma_feat1.0,3,0.6436170631505479,0.028500584607392822,0.3320383036662847,0.21,0.6966666666666667
0.1,featkd_gamma_feat0.1,3,0.6230811061340831,0.03870629755962715,0.29456868045378554,0.24166666666666667,0.7766666666666667
0.5,featkd_gamma_feat0.5,3,0.6217138327223587,0.03728279534837202,0.30335056059085913,0.225,0.7433333333333333
