condition,val_QWK,retention_pct,latency_median_ms,eligible,reasons
ptq_int8,0.6059197235859429,93.3656986599207,11.265903000094113,False,retention 93.4% < 95.0%
ft_ptq_int8,0.6076759471063492,93.63631377542693,11.298208100015472,False,retention 93.6% < 95.0%
qat_int8,0.6427539625510834,99.04145787639557,11.349692600379058,True,
