lr,n_seeds,val_QWK_mean,val_QWK_sd
3e-05,3,0.646219457861134,0.00917370771451778
0.0001,3,0.6441351535306711,0.022168712591851547
1e-05,3,0.6382091704099195,0.013110275974764838
