condition,latency_ms,QWK,size_MB
teacher,627.609693499835,0.7364012657793695,154.0890407562256
best_fp32,32.49019809936726,0.6018483730340752,1.2934738159179688
fp32_ft_control,57.17713960020774,0.6125387762239966,1.3805830001831054
ptq_int8,11.237796199748118,0.5854446760923646,0.9507469177246094
ft_ptq_int8,11.259183700167341,0.5827991007778514,0.9509395599365235
qat_int8,11.346810599934543,0.595581654275861,0.9507469177246094
